n_bin,bin,bin_from,bin_to,bin_size,variable,ppt_djf,ppt_jja
7687,"(804.675,804.7]",804.675,804.7,0.025,ppt,4.3110416554399954e-5,0
7688,"(804.775,804.8]",804.775,804.8,0.025,ppt,1.1855364552459988e-4,0
7689,"(804.875,804.9]",804.875,804.9,0.025,ppt,6.466562483159993e-5,0
7690,"(804.975,805]",804.975,805,0.025,ppt,4.3110416554399954e-5,0
7691,"(805,805.025]",805,805.025,0.025,ppt,1.0777604138599989e-5,0
7692,"(805.075,805.1]",805.075,805.1,0.025,ppt,4.3110416554399954e-5,0
7693,"(805.175,805.2]",805.175,805.2,0.025,ppt,1.077760413859999e-4,0
7694,"(805.275,805.3]",805.275,805.3,0.025,ppt,6.466562483159993e-5,0
7695,"(805.375,805.4]",805.375,805.4,0.025,ppt,4.3110416554399954e-5,0
7696,"(805.475,805.5]",805.475,805.5,0.025,ppt,7.544322897019993e-5,0
7697,"(805.575,805.6]",805.575,805.6,0.025,ppt,8.622083310879991e-5,0
7698,"(805.675,805.7]",805.675,805.7,0.025,ppt,1.2933124966319986e-4,0
7699,"(805.775,805.8]",805.775,805.8,0.025,ppt,9.69984372473999e-5,0
7700,"(805.875,805.9]",805.875,805.9,0.025,ppt,7.544322897019993e-5,0
7701,"(805.975,806]",805.975,806,0.025,ppt,9.69984372473999e-5,0
7702,"(806,806.025]",806,806.025,0.025,ppt,1.0777604138599989e-5,0
7703,"(806.075,806.1]",806.075,806.1,0.025,ppt,6.466562483159993e-5,0
7704,"(806.1,806.125]",806.1,806.125,0.025,ppt,1.0777604138599989e-5,0
7705,"(806.175,806.2]",806.175,806.2,0.025,ppt,7.544322897019993e-5,0
7706,"(806.275,806.3]",806.275,806.3,0.025,ppt,9.69984372473999e-5,0
7707,"(806.375,806.4]",806.375,806.4,0.025,ppt,1.1855364552459988e-4,0
7708,"(806.475,806.5]",806.475,806.5,0.025,ppt,7.544322897019993e-5,0
7709,"(806.5,806.525]",806.5,806.525,0.025,ppt,1.0777604138599989e-5,0
7710,"(806.575,806.6]",806.575,806.6,0.025,ppt,6.466562483159993e-5,0
7711,"(806.6,806.625]",806.6,806.625,0.025,ppt,1.0777604138599989e-5,0
7712,"(806.675,806.7]",806.675,806.7,0.025,ppt,9.69984372473999e-5,0
7713,"(806.775,806.8]",806.775,806.8,0.025,ppt,6.466562483159993e-5,0
7714,"(806.875,806.9]",806.875,806.9,0.025,ppt,3.2332812415799966e-5,0
7715,"(806.975,807]",806.975,807,0.025,ppt,1.0777604138599989e-5,0
7716,"(807,807.025]",807,807.025,0.025,ppt,3.2332812415799966e-5,0
7717,"(807.075,807.1]",807.075,807.1,0.025,ppt,4.3110416554399954e-5,0
7718,"(807.175,807.2]",807.175,807.2,0.025,ppt,1.5088645794039985e-4,0
7719,"(807.275,807.3]",807.275,807.3,0.025,ppt,3.2332812415799966e-5,0
7720,"(807.375,807.4]",807.375,807.4,0.025,ppt,7.544322897019993e-5,0
7721,"(807.475,807.5]",807.475,807.5,0.025,ppt,4.3110416554399954e-5,0
7722,"(807.5,807.525]",807.5,807.525,0.025,ppt,2.1555208277199977e-5,0
7723,"(807.575,807.6]",807.575,807.6,0.025,ppt,8.622083310879991e-5,0
7724,"(807.675,807.7]",807.675,807.7,0.025,ppt,7.544322897019993e-5,0
7725,"(807.775,807.8]",807.775,807.8,0.025,ppt,7.544322897019993e-5,0
7726,"(807.875,807.9]",807.875,807.9,0.025,ppt,4.3110416554399954e-5,0
7727,"(807.975,808]",807.975,808,0.025,ppt,5.388802069299995e-5,0
7728,"(808.075,808.1]",808.075,808.1,0.025,ppt,7.544322897019993e-5,0
7729,"(808.1,808.125]",808.1,808.125,0.025,ppt,2.1555208277199977e-5,0
7730,"(808.175,808.2]",808.175,808.2,0.025,ppt,4.3110416554399954e-5,0
7731,"(808.275,808.3]",808.275,808.3,0.025,ppt,9.69984372473999e-5,0
7732,"(808.375,808.4]",808.375,808.4,0.025,ppt,1.4010885380179986e-4,0
7733,"(808.475,808.5]",808.475,808.5,0.025,ppt,9.69984372473999e-5,0
7734,"(808.5,808.525]",808.5,808.525,0.025,ppt,1.0777604138599989e-5,0
7735,"(808.575,808.6]",808.575,808.6,0.025,ppt,6.466562483159993e-5,0
7736,"(808.675,808.7]",808.675,808.7,0.025,ppt,6.466562483159993e-5,0
7737,"(808.775,808.8]",808.775,808.8,0.025,ppt,4.3110416554399954e-5,0
7738,"(808.875,808.9]",808.875,808.9,0.025,ppt,6.466562483159993e-5,0
7739,"(808.975,809]",808.975,809,0.025,ppt,9.69984372473999e-5,0
7740,"(809,809.025]",809,809.025,0.025,ppt,1.0777604138599989e-5,0
7741,"(809.075,809.1]",809.075,809.1,0.025,ppt,5.388802069299995e-5,0
7742,"(809.175,809.2]",809.175,809.2,0.025,ppt,1.1855364552459988e-4,0
7743,"(809.275,809.3]",809.275,809.3,0.025,ppt,8.622083310879991e-5,0
7744,"(809.375,809.4]",809.375,809.4,0.025,ppt,1.1855364552459988e-4,0
7745,"(809.475,809.5]",809.475,809.5,0.025,ppt,8.622083310879991e-5,0
7746,"(809.575,809.6]",809.575,809.6,0.025,ppt,3.2332812415799966e-5,0
7747,"(809.6,809.625]",809.6,809.625,0.025,ppt,1.0777604138599989e-5,0
7748,"(809.675,809.7]",809.675,809.7,0.025,ppt,1.1855364552459988e-4,0
7749,"(809.775,809.8]",809.775,809.8,0.025,ppt,3.2332812415799966e-5,0
7750,"(809.875,809.9]",809.875,809.9,0.025,ppt,9.69984372473999e-5,0
7751,"(809.975,810]",809.975,810,0.025,ppt,2.1555208277199977e-5,0
7752,"(810,810.025]",810,810.025,0.025,ppt,1.0777604138599989e-5,0
7753,"(810.075,810.1]",810.075,810.1,0.025,ppt,7.544322897019993e-5,0
7754,"(810.1,810.125]",810.1,810.125,0.025,ppt,2.1555208277199977e-5,0
7755,"(810.175,810.2]",810.175,810.2,0.025,ppt,9.69984372473999e-5,0
7756,"(810.275,810.3]",810.275,810.3,0.025,ppt,5.388802069299995e-5,0
7757,"(810.375,810.4]",810.375,810.4,0.025,ppt,5.388802069299995e-5,0
7758,"(810.475,810.5]",810.475,810.5,0.025,ppt,8.622083310879991e-5,0
7759,"(810.5,810.525]",810.5,810.525,0.025,ppt,1.0777604138599989e-5,0
7760,"(810.575,810.6]",810.575,810.6,0.025,ppt,4.3110416554399954e-5,0
7761,"(810.675,810.7]",810.675,810.7,0.025,ppt,3.2332812415799966e-5,0
7762,"(810.775,810.8]",810.775,810.8,0.025,ppt,8.622083310879991e-5,0
7763,"(810.875,810.9]",810.875,810.9,0.025,ppt,8.622083310879991e-5,0
7764,"(810.975,811]",810.975,811,0.025,ppt,9.69984372473999e-5,0
7765,"(811,811.025]",811,811.025,0.025,ppt,1.0777604138599989e-5,0
7766,"(811.075,811.1]",811.075,811.1,0.025,ppt,6.466562483159993e-5,0
7767,"(811.175,811.2]",811.175,811.2,0.025,ppt,5.388802069299995e-5,0
7768,"(811.275,811.3]",811.275,811.3,0.025,ppt,8.622083310879991e-5,0
7769,"(811.375,811.4]",811.375,811.4,0.025,ppt,6.466562483159993e-5,0
7770,"(811.475,811.5]",811.475,811.5,0.025,ppt,6.466562483159993e-5,0
7771,"(811.5,811.525]",811.5,811.525,0.025,ppt,1.0777604138599989e-5,0
7772,"(811.575,811.6]",811.575,811.6,0.025,ppt,9.69984372473999e-5,0
7773,"(811.6,811.625]",811.6,811.625,0.025,ppt,1.0777604138599989e-5,0
7774,"(811.675,811.7]",811.675,811.7,0.025,ppt,8.622083310879991e-5,0
7775,"(811.775,811.8]",811.775,811.8,0.025,ppt,5.388802069299995e-5,0
7776,"(811.875,811.9]",811.875,811.9,0.025,ppt,3.2332812415799966e-5,0
7777,"(811.975,812]",811.975,812,0.025,ppt,5.388802069299995e-5,0
7778,"(812,812.025]",812,812.025,0.025,ppt,1.0777604138599989e-5,0
7779,"(812.075,812.1]",812.075,812.1,0.025,ppt,8.622083310879991e-5,0
7780,"(812.175,812.2]",812.175,812.2,0.025,ppt,1.5088645794039985e-4,0
7781,"(812.275,812.3]",812.275,812.3,0.025,ppt,1.1855364552459988e-4,0
7782,"(812.375,812.4]",812.375,812.4,0.025,ppt,4.3110416554399954e-5,0
7783,"(812.475,812.5]",812.475,812.5,0.025,ppt,1.077760413859999e-4,0
7784,"(812.5,812.525]",812.5,812.525,0.025,ppt,2.1555208277199977e-5,0
7785,"(812.575,812.6]",812.575,812.6,0.025,ppt,4.3110416554399954e-5,0
7786,"(812.6,812.625]",812.6,812.625,0.025,ppt,2.1555208277199977e-5,0
7787,"(812.675,812.7]",812.675,812.7,0.025,ppt,6.466562483159993e-5,0
7788,"(812.775,812.8]",812.775,812.8,0.025,ppt,7.544322897019993e-5,0
7789,"(812.875,812.9]",812.875,812.9,0.025,ppt,6.466562483159993e-5,0
7790,"(812.975,813]",812.975,813,0.025,ppt,7.544322897019993e-5,0
7791,"(813,813.025]",813,813.025,0.025,ppt,3.2332812415799966e-5,0
7792,"(813.075,813.1]",813.075,813.1,0.025,ppt,2.1555208277199977e-5,0
7793,"(813.1,813.125]",813.1,813.125,0.025,ppt,1.0777604138599989e-5,0
7794,"(813.175,813.2]",813.175,813.2,0.025,ppt,7.544322897019993e-5,0
7795,"(813.275,813.3]",813.275,813.3,0.025,ppt,3.2332812415799966e-5,0
7796,"(813.375,813.4]",813.375,813.4,0.025,ppt,8.622083310879991e-5,0
7797,"(813.475,813.5]",813.475,813.5,0.025,ppt,4.3110416554399954e-5,0
7798,"(813.5,813.525]",813.5,813.525,0.025,ppt,3.2332812415799966e-5,0
7799,"(813.575,813.6]",813.575,813.6,0.025,ppt,3.2332812415799966e-5,0
7800,"(813.6,813.625]",813.6,813.625,0.025,ppt,1.0777604138599989e-5,0
7801,"(813.675,813.7]",813.675,813.7,0.025,ppt,4.3110416554399954e-5,0
7802,"(813.775,813.8]",813.775,813.8,0.025,ppt,6.466562483159993e-5,0
7803,"(813.875,813.9]",813.875,813.9,0.025,ppt,5.388802069299995e-5,0
7804,"(813.975,814]",813.975,814,0.025,ppt,6.466562483159993e-5,0
7805,"(814.075,814.1]",814.075,814.1,0.025,ppt,7.544322897019993e-5,0
7806,"(814.1,814.125]",814.1,814.125,0.025,ppt,2.1555208277199977e-5,0
7807,"(814.175,814.2]",814.175,814.2,0.025,ppt,6.466562483159993e-5,0
7808,"(814.275,814.3]",814.275,814.3,0.025,ppt,9.69984372473999e-5,0
7809,"(814.375,814.4]",814.375,814.4,0.025,ppt,3.2332812415799966e-5,0
7810,"(814.475,814.5]",814.475,814.5,0.025,ppt,6.466562483159993e-5,0
7811,"(814.5,814.525]",814.5,814.525,0.025,ppt,1.0777604138599989e-5,0
7812,"(814.575,814.6]",814.575,814.6,0.025,ppt,5.388802069299995e-5,0
7813,"(814.675,814.7]",814.675,814.7,0.025,ppt,4.3110416554399954e-5,0
7814,"(814.775,814.8]",814.775,814.8,0.025,ppt,7.544322897019993e-5,0
7815,"(814.875,814.9]",814.875,814.9,0.025,ppt,5.388802069299995e-5,0
7816,"(814.975,815]",814.975,815,0.025,ppt,4.3110416554399954e-5,0
7817,"(815,815.025]",815,815.025,0.025,ppt,4.3110416554399954e-5,0
7818,"(815.075,815.1]",815.075,815.1,0.025,ppt,4.3110416554399954e-5,0
7819,"(815.175,815.2]",815.175,815.2,0.025,ppt,7.544322897019993e-5,0
7820,"(815.275,815.3]",815.275,815.3,0.025,ppt,1.0777604138599989e-5,0
7821,"(815.375,815.4]",815.375,815.4,0.025,ppt,2.1555208277199977e-5,0
7822,"(815.475,815.5]",815.475,815.5,0.025,ppt,2.1555208277199977e-5,0
7823,"(815.5,815.525]",815.5,815.525,0.025,ppt,2.1555208277199977e-5,0
7824,"(815.575,815.6]",815.575,815.6,0.025,ppt,5.388802069299995e-5,0
7825,"(815.675,815.7]",815.675,815.7,0.025,ppt,6.466562483159993e-5,0
7826,"(815.775,815.8]",815.775,815.8,0.025,ppt,3.2332812415799966e-5,0
7827,"(815.875,815.9]",815.875,815.9,0.025,ppt,6.466562483159993e-5,0
7828,"(815.975,816]",815.975,816,0.025,ppt,5.388802069299995e-5,0
7829,"(816,816.025]",816,816.025,0.025,ppt,2.1555208277199977e-5,0
7830,"(816.075,816.1]",816.075,816.1,0.025,ppt,4.3110416554399954e-5,0
7831,"(816.175,816.2]",816.175,816.2,0.025,ppt,5.388802069299995e-5,0
7832,"(816.275,816.3]",816.275,816.3,0.025,ppt,5.388802069299995e-5,0
7833,"(816.375,816.4]",816.375,816.4,0.025,ppt,6.466562483159993e-5,0
7834,"(816.475,816.5]",816.475,816.5,0.025,ppt,9.69984372473999e-5,0
7835,"(816.5,816.525]",816.5,816.525,0.025,ppt,1.0777604138599989e-5,0
7836,"(816.575,816.6]",816.575,816.6,0.025,ppt,6.466562483159993e-5,0
7837,"(816.675,816.7]",816.675,816.7,0.025,ppt,6.466562483159993e-5,0
7838,"(816.775,816.8]",816.775,816.8,0.025,ppt,8.622083310879991e-5,0
7839,"(816.875,816.9]",816.875,816.9,0.025,ppt,4.3110416554399954e-5,0
7840,"(816.975,817]",816.975,817,0.025,ppt,6.466562483159993e-5,0
7841,"(817,817.025]",817,817.025,0.025,ppt,2.1555208277199977e-5,0
7842,"(817.075,817.1]",817.075,817.1,0.025,ppt,1.4010885380179986e-4,0
7843,"(817.1,817.125]",817.1,817.125,0.025,ppt,2.1555208277199977e-5,0
7844,"(817.175,817.2]",817.175,817.2,0.025,ppt,3.2332812415799966e-5,0
7845,"(817.275,817.3]",817.275,817.3,0.025,ppt,7.544322897019993e-5,0
7846,"(817.375,817.4]",817.375,817.4,0.025,ppt,1.1855364552459988e-4,0
7847,"(817.475,817.5]",817.475,817.5,0.025,ppt,1.0777604138599989e-5,0
7848,"(817.5,817.525]",817.5,817.525,0.025,ppt,2.1555208277199977e-5,0
7849,"(817.675,817.7]",817.675,817.7,0.025,ppt,4.3110416554399954e-5,0
7850,"(817.775,817.8]",817.775,817.8,0.025,ppt,9.69984372473999e-5,0
7851,"(817.875,817.9]",817.875,817.9,0.025,ppt,9.69984372473999e-5,0
7852,"(817.975,818]",817.975,818,0.025,ppt,6.466562483159993e-5,0
7853,"(818.075,818.1]",818.075,818.1,0.025,ppt,8.622083310879991e-5,0
7854,"(818.175,818.2]",818.175,818.2,0.025,ppt,6.466562483159993e-5,0
7855,"(818.275,818.3]",818.275,818.3,0.025,ppt,2.1555208277199977e-5,0
7856,"(818.375,818.4]",818.375,818.4,0.025,ppt,6.466562483159993e-5,0
7857,"(818.475,818.5]",818.475,818.5,0.025,ppt,3.2332812415799966e-5,0
7858,"(818.5,818.525]",818.5,818.525,0.025,ppt,1.0777604138599989e-5,0
7859,"(818.575,818.6]",818.575,818.6,0.025,ppt,7.544322897019993e-5,0
7860,"(818.675,818.7]",818.675,818.7,0.025,ppt,5.388802069299995e-5,0
7861,"(818.775,818.8]",818.775,818.8,0.025,ppt,4.3110416554399954e-5,0
7862,"(818.875,818.9]",818.875,818.9,0.025,ppt,6.466562483159993e-5,0
7863,"(819.075,819.1]",819.075,819.1,0.025,ppt,7.544322897019993e-5,0
7864,"(819.1,819.125]",819.1,819.125,0.025,ppt,1.0777604138599989e-5,0
7865,"(819.175,819.2]",819.175,819.2,0.025,ppt,5.388802069299995e-5,0
7866,"(819.275,819.3]",819.275,819.3,0.025,ppt,7.544322897019993e-5,0
7867,"(819.375,819.4]",819.375,819.4,0.025,ppt,7.544322897019993e-5,0
7868,"(819.475,819.5]",819.475,819.5,0.025,ppt,7.544322897019993e-5,0
7869,"(819.575,819.6]",819.575,819.6,0.025,ppt,9.69984372473999e-5,0
7870,"(819.6,819.625]",819.6,819.625,0.025,ppt,4.3110416554399954e-5,0
7871,"(819.675,819.7]",819.675,819.7,0.025,ppt,9.69984372473999e-5,0
7872,"(819.775,819.8]",819.775,819.8,0.025,ppt,9.69984372473999e-5,0
7873,"(819.875,819.9]",819.875,819.9,0.025,ppt,5.388802069299995e-5,0
7874,"(819.975,820]",819.975,820,0.025,ppt,8.622083310879991e-5,0
7875,"(820,820.025]",820,820.025,0.025,ppt,1.0777604138599989e-5,0
7876,"(820.075,820.1]",820.075,820.1,0.025,ppt,9.69984372473999e-5,0
7877,"(820.1,820.125]",820.1,820.125,0.025,ppt,5.388802069299995e-5,0
7878,"(820.175,820.2]",820.175,820.2,0.025,ppt,1.7244166621759982e-4,0
7879,"(820.275,820.3]",820.275,820.3,0.025,ppt,6.466562483159993e-5,0
7880,"(820.375,820.4]",820.375,820.4,0.025,ppt,1.0777604138599989e-5,0
7881,"(820.475,820.5]",820.475,820.5,0.025,ppt,9.69984372473999e-5,0
7882,"(820.5,820.525]",820.5,820.525,0.025,ppt,3.2332812415799966e-5,0
7883,"(820.575,820.6]",820.575,820.6,0.025,ppt,4.3110416554399954e-5,0
7884,"(820.675,820.7]",820.675,820.7,0.025,ppt,1.077760413859999e-4,0
7885,"(820.775,820.8]",820.775,820.8,0.025,ppt,5.388802069299995e-5,0
7886,"(820.875,820.9]",820.875,820.9,0.025,ppt,8.622083310879991e-5,0
7887,"(820.975,821]",820.975,821,0.025,ppt,6.466562483159993e-5,0
7888,"(821,821.025]",821,821.025,0.025,ppt,2.1555208277199977e-5,0
7889,"(821.075,821.1]",821.075,821.1,0.025,ppt,7.544322897019993e-5,0
7890,"(821.175,821.2]",821.175,821.2,0.025,ppt,8.622083310879991e-5,0
7891,"(821.275,821.3]",821.275,821.3,0.025,ppt,1.1855364552459988e-4,0
7892,"(821.375,821.4]",821.375,821.4,0.025,ppt,6.466562483159993e-5,0
7893,"(821.475,821.5]",821.475,821.5,0.025,ppt,3.2332812415799966e-5,0
7894,"(821.5,821.525]",821.5,821.525,0.025,ppt,3.2332812415799966e-5,0
7895,"(821.575,821.6]",821.575,821.6,0.025,ppt,3.2332812415799966e-5,0
7896,"(821.675,821.7]",821.675,821.7,0.025,ppt,6.466562483159993e-5,0
7897,"(821.775,821.8]",821.775,821.8,0.025,ppt,2.1555208277199977e-5,0
7898,"(821.875,821.9]",821.875,821.9,0.025,ppt,5.388802069299995e-5,0
7899,"(821.975,822]",821.975,822,0.025,ppt,6.466562483159993e-5,0
7900,"(822,822.025]",822,822.025,0.025,ppt,1.0777604138599989e-5,0
7901,"(822.075,822.1]",822.075,822.1,0.025,ppt,6.466562483159993e-5,0
7902,"(822.1,822.125]",822.1,822.125,0.025,ppt,1.0777604138599989e-5,0
7903,"(822.175,822.2]",822.175,822.2,0.025,ppt,5.388802069299995e-5,0
7904,"(822.275,822.3]",822.275,822.3,0.025,ppt,4.3110416554399954e-5,0
7905,"(822.375,822.4]",822.375,822.4,0.025,ppt,4.3110416554399954e-5,0
7906,"(822.475,822.5]",822.475,822.5,0.025,ppt,5.388802069299995e-5,0
7907,"(822.575,822.6]",822.575,822.6,0.025,ppt,5.388802069299995e-5,0
7908,"(822.6,822.625]",822.6,822.625,0.025,ppt,1.0777604138599989e-5,0
7909,"(822.675,822.7]",822.675,822.7,0.025,ppt,4.3110416554399954e-5,0
7910,"(822.775,822.8]",822.775,822.8,0.025,ppt,6.466562483159993e-5,0
7911,"(822.875,822.9]",822.875,822.9,0.025,ppt,6.466562483159993e-5,0
7912,"(822.975,823]",822.975,823,0.025,ppt,4.3110416554399954e-5,0
7913,"(823,823.025]",823,823.025,0.025,ppt,3.2332812415799966e-5,0
7914,"(823.075,823.1]",823.075,823.1,0.025,ppt,8.622083310879991e-5,0
7915,"(823.175,823.2]",823.175,823.2,0.025,ppt,9.69984372473999e-5,0
7916,"(823.275,823.3]",823.275,823.3,0.025,ppt,9.69984372473999e-5,0
7917,"(823.375,823.4]",823.375,823.4,0.025,ppt,8.622083310879991e-5,0
7918,"(823.475,823.5]",823.475,823.5,0.025,ppt,4.3110416554399954e-5,0
7919,"(823.5,823.525]",823.5,823.525,0.025,ppt,1.0777604138599989e-5,0
7920,"(823.575,823.6]",823.575,823.6,0.025,ppt,4.3110416554399954e-5,0
7921,"(823.6,823.625]",823.6,823.625,0.025,ppt,1.0777604138599989e-5,0
7922,"(823.675,823.7]",823.675,823.7,0.025,ppt,9.69984372473999e-5,0
7923,"(823.775,823.8]",823.775,823.8,0.025,ppt,4.3110416554399954e-5,0
7924,"(823.875,823.9]",823.875,823.9,0.025,ppt,9.69984372473999e-5,0
7925,"(823.975,824]",823.975,824,0.025,ppt,6.466562483159993e-5,0
7926,"(824.075,824.1]",824.075,824.1,0.025,ppt,8.622083310879991e-5,0
7927,"(824.1,824.125]",824.1,824.125,0.025,ppt,1.0777604138599989e-5,0
7928,"(824.175,824.2]",824.175,824.2,0.025,ppt,3.2332812415799966e-5,0
7929,"(824.275,824.3]",824.275,824.3,0.025,ppt,5.388802069299995e-5,0
7930,"(824.375,824.4]",824.375,824.4,0.025,ppt,6.466562483159993e-5,0
7931,"(824.475,824.5]",824.475,824.5,0.025,ppt,3.2332812415799966e-5,0
7932,"(824.5,824.525]",824.5,824.525,0.025,ppt,3.2332812415799966e-5,0
7933,"(824.575,824.6]",824.575,824.6,0.025,ppt,4.3110416554399954e-5,0
7934,"(824.6,824.625]",824.6,824.625,0.025,ppt,1.0777604138599989e-5,0
7935,"(824.675,824.7]",824.675,824.7,0.025,ppt,6.466562483159993e-5,0
7936,"(824.775,824.8]",824.775,824.8,0.025,ppt,1.0777604138599989e-5,0
7937,"(824.875,824.9]",824.875,824.9,0.025,ppt,6.466562483159993e-5,0
7938,"(824.975,825]",824.975,825,0.025,ppt,3.2332812415799966e-5,0
7939,"(825.075,825.1]",825.075,825.1,0.025,ppt,5.388802069299995e-5,0
7940,"(825.1,825.125]",825.1,825.125,0.025,ppt,2.1555208277199977e-5,0
7941,"(825.175,825.2]",825.175,825.2,0.025,ppt,6.466562483159993e-5,0
7942,"(825.275,825.3]",825.275,825.3,0.025,ppt,8.622083310879991e-5,0
7943,"(825.375,825.4]",825.375,825.4,0.025,ppt,5.388802069299995e-5,0
7944,"(825.475,825.5]",825.475,825.5,0.025,ppt,1.0777604138599989e-5,0
7945,"(825.575,825.6]",825.575,825.6,0.025,ppt,2.1555208277199977e-5,0
7946,"(825.675,825.7]",825.675,825.7,0.025,ppt,5.388802069299995e-5,0
7947,"(825.775,825.8]",825.775,825.8,0.025,ppt,4.3110416554399954e-5,0
7948,"(825.875,825.9]",825.875,825.9,0.025,ppt,5.388802069299995e-5,0
7949,"(826,826.025]",826,826.025,0.025,ppt,2.1555208277199977e-5,0
7950,"(826.075,826.1]",826.075,826.1,0.025,ppt,3.2332812415799966e-5,0
7951,"(826.1,826.125]",826.1,826.125,0.025,ppt,1.0777604138599989e-5,0
7952,"(826.175,826.2]",826.175,826.2,0.025,ppt,7.544322897019993e-5,0
7953,"(826.275,826.3]",826.275,826.3,0.025,ppt,8.622083310879991e-5,0
7954,"(826.375,826.4]",826.375,826.4,0.025,ppt,8.622083310879991e-5,0
7955,"(826.475,826.5]",826.475,826.5,0.025,ppt,4.3110416554399954e-5,0
7956,"(826.5,826.525]",826.5,826.525,0.025,ppt,2.1555208277199977e-5,0
7957,"(826.575,826.6]",826.575,826.6,0.025,ppt,6.466562483159993e-5,0
7958,"(826.6,826.625]",826.6,826.625,0.025,ppt,3.2332812415799966e-5,0
7959,"(826.675,826.7]",826.675,826.7,0.025,ppt,2.1555208277199977e-5,0
7960,"(826.775,826.8]",826.775,826.8,0.025,ppt,8.622083310879991e-5,0
7961,"(826.875,826.9]",826.875,826.9,0.025,ppt,6.466562483159993e-5,0
7962,"(826.975,827]",826.975,827,0.025,ppt,5.388802069299995e-5,0
7963,"(827,827.025]",827,827.025,0.025,ppt,2.1555208277199977e-5,0
7964,"(827.075,827.1]",827.075,827.1,0.025,ppt,2.1555208277199977e-5,0
7965,"(827.175,827.2]",827.175,827.2,0.025,ppt,6.466562483159993e-5,0
7966,"(827.275,827.3]",827.275,827.3,0.025,ppt,7.544322897019993e-5,0
7967,"(827.375,827.4]",827.375,827.4,0.025,ppt,1.2933124966319986e-4,0
7968,"(827.475,827.5]",827.475,827.5,0.025,ppt,3.2332812415799966e-5,0
7969,"(827.5,827.525]",827.5,827.525,0.025,ppt,4.3110416554399954e-5,0
7970,"(827.575,827.6]",827.575,827.6,0.025,ppt,1.0777604138599989e-5,0
7971,"(827.675,827.7]",827.675,827.7,0.025,ppt,1.0777604138599989e-5,0
7972,"(827.775,827.8]",827.775,827.8,0.025,ppt,7.544322897019993e-5,0
7973,"(827.875,827.9]",827.875,827.9,0.025,ppt,2.1555208277199977e-5,0
7974,"(827.975,828]",827.975,828,0.025,ppt,8.622083310879991e-5,0
7975,"(828,828.025]",828,828.025,0.025,ppt,1.0777604138599989e-5,0
7976,"(828.075,828.1]",828.075,828.1,0.025,ppt,6.466562483159993e-5,0
7977,"(828.1,828.125]",828.1,828.125,0.025,ppt,2.1555208277199977e-5,0
7978,"(828.175,828.2]",828.175,828.2,0.025,ppt,3.2332812415799966e-5,0
7979,"(828.275,828.3]",828.275,828.3,0.025,ppt,3.2332812415799966e-5,0
7980,"(828.375,828.4]",828.375,828.4,0.025,ppt,4.3110416554399954e-5,0
7981,"(828.475,828.5]",828.475,828.5,0.025,ppt,5.388802069299995e-5,0
7982,"(828.575,828.6]",828.575,828.6,0.025,ppt,6.466562483159993e-5,0
7983,"(828.675,828.7]",828.675,828.7,0.025,ppt,1.077760413859999e-4,0
7984,"(828.775,828.8]",828.775,828.8,0.025,ppt,1.0777604138599989e-5,0
7985,"(828.875,828.9]",828.875,828.9,0.025,ppt,4.3110416554399954e-5,0
7986,"(828.975,829]",828.975,829,0.025,ppt,1.0777604138599989e-5,0
7987,"(829.075,829.1]",829.075,829.1,0.025,ppt,2.1555208277199977e-5,0
7988,"(829.175,829.2]",829.175,829.2,0.025,ppt,6.466562483159993e-5,0
7989,"(829.275,829.3]",829.275,829.3,0.025,ppt,7.544322897019993e-5,0
7990,"(829.375,829.4]",829.375,829.4,0.025,ppt,4.3110416554399954e-5,0
7991,"(829.475,829.5]",829.475,829.5,0.025,ppt,7.544322897019993e-5,0
7992,"(829.575,829.6]",829.575,829.6,0.025,ppt,3.2332812415799966e-5,0
7993,"(829.6,829.625]",829.6,829.625,0.025,ppt,1.0777604138599989e-5,0
7994,"(829.675,829.7]",829.675,829.7,0.025,ppt,9.69984372473999e-5,0
7995,"(829.775,829.8]",829.775,829.8,0.025,ppt,7.544322897019993e-5,0
7996,"(829.875,829.9]",829.875,829.9,0.025,ppt,3.2332812415799966e-5,0
7997,"(829.975,830]",829.975,830,0.025,ppt,6.466562483159993e-5,0
7998,"(830.075,830.1]",830.075,830.1,0.025,ppt,7.544322897019993e-5,0
7999,"(830.1,830.125]",830.1,830.125,0.025,ppt,1.0777604138599989e-5,0
8000,"(830.175,830.2]",830.175,830.2,0.025,ppt,8.622083310879991e-5,0
8001,"(830.275,830.3]",830.275,830.3,0.025,ppt,6.466562483159993e-5,0
8002,"(830.375,830.4]",830.375,830.4,0.025,ppt,7.544322897019993e-5,0
8003,"(830.475,830.5]",830.475,830.5,0.025,ppt,6.466562483159993e-5,0
8004,"(830.575,830.6]",830.575,830.6,0.025,ppt,5.388802069299995e-5,0
8005,"(830.6,830.625]",830.6,830.625,0.025,ppt,1.0777604138599989e-5,0
