n_bin,bin,bin_from,bin_to,bin_size,variable,ppt_djf,ppt_jja,variable_metric,metric
4463,"(559.275,559.3]",559.275,559.3,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4464,"(559.375,559.4]",559.375,559.4,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4465,"(559.4,559.425]",559.4,559.425,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
4466,"(559.475,559.5]",559.475,559.5,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4467,"(559.575,559.6]",559.575,559.6,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4468,"(559.675,559.7]",559.675,559.7,0.025,ppt,2.3710729104919976e-4,0,ppt_djf,djf
4469,"(559.775,559.8]",559.775,559.8,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
4470,"(559.875,559.9]",559.875,559.9,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
4471,"(559.9,559.925]",559.9,559.925,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
4472,"(559.975,560]",559.975,560,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4473,"(560.075,560.1]",560.075,560.1,0.025,ppt,3.233281241579997e-4,0,ppt_djf,djf
4474,"(560.175,560.2]",560.175,560.2,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4475,"(560.275,560.3]",560.275,560.3,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
4476,"(560.375,560.4]",560.375,560.4,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
4477,"(560.4,560.425]",560.4,560.425,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
4478,"(560.475,560.5]",560.475,560.5,0.025,ppt,1.832192703561998e-4,0,ppt_djf,djf
4479,"(560.575,560.6]",560.575,560.6,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4480,"(560.675,560.7]",560.675,560.7,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4481,"(560.775,560.8]",560.775,560.8,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
4482,"(560.875,560.9]",560.875,560.9,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4483,"(560.9,560.925]",560.9,560.925,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
4484,"(560.975,561]",560.975,561,0.025,ppt,3.017729158807997e-4,0,ppt_djf,djf
4485,"(561.075,561.1]",561.075,561.1,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4486,"(561.175,561.2]",561.175,561.2,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
4487,"(561.275,561.3]",561.275,561.3,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4488,"(561.375,561.4]",561.375,561.4,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
4489,"(561.4,561.425]",561.4,561.425,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4490,"(561.475,561.5]",561.475,561.5,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
4491,"(561.575,561.6]",561.575,561.6,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
4492,"(561.675,561.7]",561.675,561.7,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4493,"(561.775,561.8]",561.775,561.8,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4494,"(561.875,561.9]",561.875,561.9,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
4495,"(561.9,561.925]",561.9,561.925,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
4496,"(561.975,562]",561.975,562,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
4497,"(562.075,562.1]",562.075,562.1,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4498,"(562.175,562.2]",562.175,562.2,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
4499,"(562.275,562.3]",562.275,562.3,0.025,ppt,2.694401034649997e-4,0,ppt_djf,djf
4500,"(562.375,562.4]",562.375,562.4,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
4501,"(562.4,562.425]",562.4,562.425,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
4502,"(562.475,562.5]",562.475,562.5,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
4503,"(562.575,562.6]",562.575,562.6,0.025,ppt,3.341057282965997e-4,0,ppt_djf,djf
4504,"(562.675,562.7]",562.675,562.7,0.025,ppt,1.832192703561998e-4,0,ppt_djf,djf
4505,"(562.775,562.8]",562.775,562.8,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
4506,"(562.875,562.9]",562.875,562.9,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4507,"(562.9,562.925]",562.9,562.925,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
4508,"(562.975,563]",562.975,563,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4509,"(563.075,563.1]",563.075,563.1,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
4510,"(563.175,563.2]",563.175,563.2,0.025,ppt,2.586624993263997e-4,0,ppt_djf,djf
4511,"(563.275,563.3]",563.275,563.3,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
4512,"(563.375,563.4]",563.375,563.4,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
4513,"(563.4,563.425]",563.4,563.425,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
4514,"(563.475,563.5]",563.475,563.5,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4515,"(563.575,563.6]",563.575,563.6,0.025,ppt,1.832192703561998e-4,0,ppt_djf,djf
4516,"(563.675,563.7]",563.675,563.7,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4517,"(563.775,563.8]",563.775,563.8,0.025,ppt,2.586624993263997e-4,0,ppt_djf,djf
4518,"(563.875,563.9]",563.875,563.9,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4519,"(563.9,563.925]",563.9,563.925,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4520,"(563.975,564]",563.975,564,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
4521,"(564.075,564.1]",564.075,564.1,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4522,"(564.175,564.2]",564.175,564.2,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4523,"(564.275,564.3]",564.275,564.3,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4524,"(564.375,564.4]",564.375,564.4,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
4525,"(564.4,564.425]",564.4,564.425,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4526,"(564.475,564.5]",564.475,564.5,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4527,"(564.575,564.6]",564.575,564.6,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
4528,"(564.675,564.7]",564.675,564.7,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4529,"(564.775,564.8]",564.775,564.8,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4530,"(564.875,564.9]",564.875,564.9,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
4531,"(564.9,564.925]",564.9,564.925,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
4532,"(564.975,565]",564.975,565,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
4533,"(565.075,565.1]",565.075,565.1,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4534,"(565.175,565.2]",565.175,565.2,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4535,"(565.275,565.3]",565.275,565.3,0.025,ppt,2.3710729104919976e-4,0,ppt_djf,djf
4536,"(565.375,565.4]",565.375,565.4,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
4537,"(565.4,565.425]",565.4,565.425,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
4538,"(565.475,565.5]",565.475,565.5,0.025,ppt,3.017729158807997e-4,0,ppt_djf,djf
4539,"(565.575,565.6]",565.575,565.6,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4540,"(565.675,565.7]",565.675,565.7,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
4541,"(565.775,565.8]",565.775,565.8,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4542,"(565.875,565.9]",565.875,565.9,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4543,"(565.9,565.925]",565.9,565.925,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
4544,"(565.975,566]",565.975,566,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
4545,"(566.075,566.1]",566.075,566.1,0.025,ppt,2.3710729104919976e-4,0,ppt_djf,djf
4546,"(566.175,566.2]",566.175,566.2,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4547,"(566.275,566.3]",566.275,566.3,0.025,ppt,3.233281241579997e-4,0,ppt_djf,djf
4548,"(566.375,566.4]",566.375,566.4,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
4549,"(566.4,566.425]",566.4,566.425,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
4550,"(566.475,566.5]",566.475,566.5,0.025,ppt,2.802177076035997e-4,0,ppt_djf,djf
4551,"(566.575,566.6]",566.575,566.6,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4552,"(566.675,566.7]",566.675,566.7,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
4553,"(566.775,566.8]",566.775,566.8,0.025,ppt,3.125505200193997e-4,0,ppt_djf,djf
4554,"(566.875,566.9]",566.875,566.9,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4555,"(566.9,566.925]",566.9,566.925,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4556,"(566.975,567]",566.975,567,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
4557,"(567.075,567.1]",567.075,567.1,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
4558,"(567.175,567.2]",567.175,567.2,0.025,ppt,2.586624993263997e-4,0,ppt_djf,djf
4559,"(567.275,567.3]",567.275,567.3,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4560,"(567.375,567.4]",567.375,567.4,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
4561,"(567.4,567.425]",567.4,567.425,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
4562,"(567.475,567.5]",567.475,567.5,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
4563,"(567.575,567.6]",567.575,567.6,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4564,"(567.675,567.7]",567.675,567.7,0.025,ppt,2.3710729104919976e-4,0,ppt_djf,djf
4565,"(567.775,567.8]",567.775,567.8,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4566,"(567.875,567.9]",567.875,567.9,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4567,"(567.9,567.925]",567.9,567.925,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
4568,"(567.975,568]",567.975,568,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4569,"(568.075,568.1]",568.075,568.1,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4570,"(568.175,568.2]",568.175,568.2,0.025,ppt,2.694401034649997e-4,0,ppt_djf,djf
4571,"(568.275,568.3]",568.275,568.3,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4572,"(568.375,568.4]",568.375,568.4,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
4573,"(568.4,568.425]",568.4,568.425,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
4574,"(568.475,568.5]",568.475,568.5,0.025,ppt,2.694401034649997e-4,0,ppt_djf,djf
4575,"(568.575,568.6]",568.575,568.6,0.025,ppt,2.3710729104919976e-4,0,ppt_djf,djf
4576,"(568.675,568.7]",568.675,568.7,0.025,ppt,1.832192703561998e-4,0,ppt_djf,djf
4577,"(568.775,568.8]",568.775,568.8,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4578,"(568.875,568.9]",568.875,568.9,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4579,"(568.9,568.925]",568.9,568.925,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
4580,"(568.975,569]",568.975,569,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
4581,"(569.075,569.1]",569.075,569.1,0.025,ppt,1.832192703561998e-4,0,ppt_djf,djf
4582,"(569.175,569.2]",569.175,569.2,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4583,"(569.275,569.3]",569.275,569.3,0.025,ppt,2.586624993263997e-4,0,ppt_djf,djf
4584,"(569.375,569.4]",569.375,569.4,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4585,"(569.4,569.425]",569.4,569.425,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
4586,"(569.475,569.5]",569.475,569.5,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
4587,"(569.575,569.6]",569.575,569.6,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
4588,"(569.675,569.7]",569.675,569.7,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
4589,"(569.775,569.8]",569.775,569.8,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
4590,"(569.875,569.9]",569.875,569.9,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4591,"(569.9,569.925]",569.9,569.925,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
4592,"(569.975,570]",569.975,570,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4593,"(570.075,570.1]",570.075,570.1,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4594,"(570.175,570.2]",570.175,570.2,0.025,ppt,2.3710729104919976e-4,0,ppt_djf,djf
4595,"(570.275,570.3]",570.275,570.3,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
4596,"(570.375,570.4]",570.375,570.4,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4597,"(570.4,570.425]",570.4,570.425,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4598,"(570.475,570.5]",570.475,570.5,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
4599,"(570.575,570.6]",570.575,570.6,0.025,ppt,1.832192703561998e-4,0,ppt_djf,djf
4600,"(570.675,570.7]",570.675,570.7,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4601,"(570.775,570.8]",570.775,570.8,0.025,ppt,2.802177076035997e-4,0,ppt_djf,djf
4602,"(570.875,570.9]",570.875,570.9,0.025,ppt,1.832192703561998e-4,0,ppt_djf,djf
4603,"(570.9,570.925]",570.9,570.925,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
4604,"(570.975,571]",570.975,571,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
4605,"(571.075,571.1]",571.075,571.1,0.025,ppt,2.3710729104919976e-4,0,ppt_djf,djf
4606,"(571.175,571.2]",571.175,571.2,0.025,ppt,2.802177076035997e-4,0,ppt_djf,djf
4607,"(571.275,571.3]",571.275,571.3,0.025,ppt,2.3710729104919976e-4,0,ppt_djf,djf
4608,"(571.375,571.4]",571.375,571.4,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4609,"(571.4,571.425]",571.4,571.425,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
4610,"(571.475,571.5]",571.475,571.5,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4611,"(571.575,571.6]",571.575,571.6,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
4612,"(571.675,571.7]",571.675,571.7,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4613,"(571.775,571.8]",571.775,571.8,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
4614,"(571.875,571.9]",571.875,571.9,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
4615,"(571.9,571.925]",571.9,571.925,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
4616,"(571.975,572]",571.975,572,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4617,"(572.075,572.1]",572.075,572.1,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4618,"(572.175,572.2]",572.175,572.2,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4619,"(572.275,572.3]",572.275,572.3,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4620,"(572.375,572.4]",572.375,572.4,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4621,"(572.4,572.425]",572.4,572.425,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
4622,"(572.475,572.5]",572.475,572.5,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
4623,"(572.575,572.6]",572.575,572.6,0.025,ppt,3.017729158807997e-4,0,ppt_djf,djf
4624,"(572.675,572.7]",572.675,572.7,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
4625,"(572.775,572.8]",572.775,572.8,0.025,ppt,2.694401034649997e-4,0,ppt_djf,djf
4626,"(572.875,572.9]",572.875,572.9,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
4627,"(572.9,572.925]",572.9,572.925,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
4628,"(572.975,573]",572.975,573,0.025,ppt,2.909953117421997e-4,0,ppt_djf,djf
4629,"(573.075,573.1]",573.075,573.1,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4630,"(573.175,573.2]",573.175,573.2,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4631,"(573.275,573.3]",573.275,573.3,0.025,ppt,2.3710729104919976e-4,0,ppt_djf,djf
4632,"(573.375,573.4]",573.375,573.4,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4633,"(573.4,573.425]",573.4,573.425,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
4634,"(573.475,573.5]",573.475,573.5,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4635,"(573.575,573.6]",573.575,573.6,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4636,"(573.675,573.7]",573.675,573.7,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
4637,"(573.775,573.8]",573.775,573.8,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
4638,"(573.875,573.9]",573.875,573.9,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
4639,"(573.9,573.925]",573.9,573.925,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
4640,"(573.975,574]",573.975,574,0.025,ppt,3.125505200193997e-4,0,ppt_djf,djf
4641,"(574.075,574.1]",574.075,574.1,0.025,ppt,2.3710729104919976e-4,0,ppt_djf,djf
4642,"(574.175,574.2]",574.175,574.2,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
4643,"(574.275,574.3]",574.275,574.3,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4644,"(574.375,574.4]",574.375,574.4,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4645,"(574.4,574.425]",574.4,574.425,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4646,"(574.475,574.5]",574.475,574.5,0.025,ppt,2.909953117421997e-4,0,ppt_djf,djf
4647,"(574.575,574.6]",574.575,574.6,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4648,"(574.675,574.7]",574.675,574.7,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4649,"(574.775,574.8]",574.775,574.8,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4650,"(574.875,574.9]",574.875,574.9,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
4651,"(574.9,574.925]",574.9,574.925,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
4652,"(574.975,575]",574.975,575,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
4653,"(575.075,575.1]",575.075,575.1,0.025,ppt,3.341057282965997e-4,0,ppt_djf,djf
4654,"(575.175,575.2]",575.175,575.2,0.025,ppt,2.694401034649997e-4,0,ppt_djf,djf
4655,"(575.275,575.3]",575.275,575.3,0.025,ppt,2.155520827719998e-4,0,ppt_djf,djf
4656,"(575.375,575.4]",575.375,575.4,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4657,"(575.4,575.425]",575.4,575.425,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4658,"(575.475,575.5]",575.475,575.5,0.025,ppt,2.586624993263997e-4,0,ppt_djf,djf
4659,"(575.575,575.6]",575.575,575.6,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4660,"(575.675,575.7]",575.675,575.7,0.025,ppt,2.909953117421997e-4,0,ppt_djf,djf
4661,"(575.775,575.8]",575.775,575.8,0.025,ppt,2.586624993263997e-4,0,ppt_djf,djf
4662,"(575.875,575.9]",575.875,575.9,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4663,"(575.9,575.925]",575.9,575.925,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
4664,"(575.975,576]",575.975,576,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
4665,"(576.075,576.1]",576.075,576.1,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4666,"(576.175,576.2]",576.175,576.2,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
4667,"(576.275,576.3]",576.275,576.3,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4668,"(576.375,576.4]",576.375,576.4,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
4669,"(576.4,576.425]",576.4,576.425,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
4670,"(576.475,576.5]",576.475,576.5,0.025,ppt,2.3710729104919976e-4,0,ppt_djf,djf
4671,"(576.575,576.6]",576.575,576.6,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4672,"(576.675,576.7]",576.675,576.7,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4673,"(576.775,576.8]",576.775,576.8,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
4674,"(576.875,576.9]",576.875,576.9,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
4675,"(576.9,576.925]",576.9,576.925,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
4676,"(576.975,577]",576.975,577,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4677,"(577.075,577.1]",577.075,577.1,0.025,ppt,2.802177076035997e-4,0,ppt_djf,djf
4678,"(577.175,577.2]",577.175,577.2,0.025,ppt,2.586624993263997e-4,0,ppt_djf,djf
4679,"(577.275,577.3]",577.275,577.3,0.025,ppt,2.586624993263997e-4,0,ppt_djf,djf
4680,"(577.375,577.4]",577.375,577.4,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
4681,"(577.4,577.425]",577.4,577.425,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
4682,"(577.475,577.5]",577.475,577.5,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4683,"(577.575,577.6]",577.575,577.6,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4684,"(577.675,577.7]",577.675,577.7,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4685,"(577.775,577.8]",577.775,577.8,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4686,"(577.875,577.9]",577.875,577.9,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
4687,"(577.9,577.925]",577.9,577.925,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
4688,"(577.975,578]",577.975,578,0.025,ppt,2.3710729104919976e-4,0,ppt_djf,djf
4689,"(578.075,578.1]",578.075,578.1,0.025,ppt,3.341057282965997e-4,0,ppt_djf,djf
4690,"(578.175,578.2]",578.175,578.2,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
4691,"(578.275,578.3]",578.275,578.3,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4692,"(578.375,578.4]",578.375,578.4,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4693,"(578.4,578.425]",578.4,578.425,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
4694,"(578.475,578.5]",578.475,578.5,0.025,ppt,2.586624993263997e-4,0,ppt_djf,djf
4695,"(578.575,578.6]",578.575,578.6,0.025,ppt,3.125505200193997e-4,0,ppt_djf,djf
4696,"(578.675,578.7]",578.675,578.7,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4697,"(578.775,578.8]",578.775,578.8,0.025,ppt,2.694401034649997e-4,0,ppt_djf,djf
4698,"(578.875,578.9]",578.875,578.9,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4699,"(578.9,578.925]",578.9,578.925,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
4700,"(578.975,579]",578.975,579,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
4701,"(579.075,579.1]",579.075,579.1,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4702,"(579.175,579.2]",579.175,579.2,0.025,ppt,2.4788489518779973e-4,0,ppt_djf,djf
4703,"(579.275,579.3]",579.275,579.3,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
4704,"(579.375,579.4]",579.375,579.4,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4705,"(579.4,579.425]",579.4,579.425,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
4706,"(579.475,579.5]",579.475,579.5,0.025,ppt,2.2632968691059977e-4,0,ppt_djf,djf
4707,"(579.575,579.6]",579.575,579.6,0.025,ppt,2.802177076035997e-4,0,ppt_djf,djf
4708,"(579.675,579.7]",579.675,579.7,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
4709,"(579.775,579.8]",579.775,579.8,0.025,ppt,2.047744786333998e-4,0,ppt_djf,djf
4710,"(579.875,579.9]",579.875,579.9,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
4711,"(579.9,579.925]",579.9,579.925,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
4712,"(579.975,580]",579.975,580,0.025,ppt,1.939968744947998e-4,0,ppt_djf,djf
4713,"(580.075,580.1]",580.075,580.1,0.025,ppt,2.3710729104919976e-4,0,ppt_djf,djf
4714,"(580.175,580.2]",580.175,580.2,0.025,ppt,3.233281241579997e-4,0,ppt_djf,djf
4715,"(580.275,580.3]",580.275,580.3,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
4716,"(580.375,580.4]",580.375,580.4,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
4717,"(580.4,580.425]",580.4,580.425,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
4718,"(580.475,580.5]",580.475,580.5,0.025,ppt,3.125505200193997e-4,0,ppt_djf,djf
4719,"(580.575,580.6]",580.575,580.6,0.025,ppt,3.341057282965997e-4,0,ppt_djf,djf
4720,"(580.675,580.7]",580.675,580.7,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
4721,"(580.775,580.8]",580.775,580.8,0.025,ppt,2.694401034649997e-4,0,ppt_djf,djf
4722,"(580.875,580.9]",580.875,580.9,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
4723,"(580.9,580.925]",580.9,580.925,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
4724,"(580.975,581]",580.975,581,0.025,ppt,2.3710729104919976e-4,0,ppt_djf,djf
