n_bin,bin,bin_from,bin_to,bin_size,variable,cwd_avg,variable_metric,metric
5232,"(-770.325,-770.3]",-770.325,-770.3,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5233,"(-770.3,-770.275]",-770.3,-770.275,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
5234,"(-770.225,-770.2]",-770.225,-770.2,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5235,"(-770.2,-770.175]",-770.2,-770.175,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
5236,"(-770.125,-770.1]",-770.125,-770.1,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5237,"(-770.1,-770.075]",-770.1,-770.075,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5238,"(-770.025,-770]",-770.025,-770,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
5239,"(-769.925,-769.9]",-769.925,-769.9,0.025,cwd,1.077760413859999e-4,cwd_avg,avg
5240,"(-769.825,-769.8]",-769.825,-769.8,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5241,"(-769.8,-769.775]",-769.8,-769.775,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
5242,"(-769.725,-769.7]",-769.725,-769.7,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
5243,"(-769.625,-769.6]",-769.625,-769.6,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5244,"(-769.6,-769.575]",-769.6,-769.575,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
5245,"(-769.525,-769.5]",-769.525,-769.5,0.025,cwd,9.69984372473999e-5,cwd_avg,avg
5246,"(-769.5,-769.475]",-769.5,-769.475,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5247,"(-769.425,-769.4]",-769.425,-769.4,0.025,cwd,9.69984372473999e-5,cwd_avg,avg
5248,"(-769.325,-769.3]",-769.325,-769.3,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
5249,"(-769.225,-769.2]",-769.225,-769.2,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
5250,"(-769.2,-769.175]",-769.2,-769.175,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5251,"(-769.125,-769.1]",-769.125,-769.1,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5252,"(-769.1,-769.075]",-769.1,-769.075,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5253,"(-769.025,-769]",-769.025,-769,0.025,cwd,1.077760413859999e-4,cwd_avg,avg
5254,"(-769,-768.975]",-769,-768.975,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5255,"(-768.925,-768.9]",-768.925,-768.9,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
5256,"(-768.825,-768.8]",-768.825,-768.8,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
5257,"(-768.8,-768.775]",-768.8,-768.775,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5258,"(-768.725,-768.7]",-768.725,-768.7,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
5259,"(-768.7,-768.675]",-768.7,-768.675,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5260,"(-768.625,-768.6]",-768.625,-768.6,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5261,"(-768.6,-768.575]",-768.6,-768.575,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5262,"(-768.525,-768.5]",-768.525,-768.5,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
5263,"(-768.5,-768.475]",-768.5,-768.475,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
5264,"(-768.425,-768.4]",-768.425,-768.4,0.025,cwd,1.077760413859999e-4,cwd_avg,avg
5265,"(-768.325,-768.3]",-768.325,-768.3,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5266,"(-768.3,-768.275]",-768.3,-768.275,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5267,"(-768.225,-768.2]",-768.225,-768.2,0.025,cwd,1.077760413859999e-4,cwd_avg,avg
5268,"(-768.2,-768.175]",-768.2,-768.175,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5269,"(-768.125,-768.1]",-768.125,-768.1,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5270,"(-768.025,-768]",-768.025,-768,0.025,cwd,9.69984372473999e-5,cwd_avg,avg
5271,"(-768,-767.975]",-768,-767.975,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5272,"(-767.925,-767.9]",-767.925,-767.9,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
5273,"(-767.825,-767.8]",-767.825,-767.8,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5274,"(-767.8,-767.775]",-767.8,-767.775,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5275,"(-767.725,-767.7]",-767.725,-767.7,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5276,"(-767.7,-767.675]",-767.7,-767.675,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5277,"(-767.625,-767.6]",-767.625,-767.6,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5278,"(-767.6,-767.575]",-767.6,-767.575,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
5279,"(-767.525,-767.5]",-767.525,-767.5,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5280,"(-767.5,-767.475]",-767.5,-767.475,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5281,"(-767.425,-767.4]",-767.425,-767.4,0.025,cwd,1.4010885380179986e-4,cwd_avg,avg
5282,"(-767.325,-767.3]",-767.325,-767.3,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5283,"(-767.3,-767.275]",-767.3,-767.275,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5284,"(-767.225,-767.2]",-767.225,-767.2,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
5285,"(-767.2,-767.175]",-767.2,-767.175,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5286,"(-767.125,-767.1]",-767.125,-767.1,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5287,"(-767.1,-767.075]",-767.1,-767.075,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5288,"(-767.025,-767]",-767.025,-767,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5289,"(-767,-766.975]",-767,-766.975,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5290,"(-766.925,-766.9]",-766.925,-766.9,0.025,cwd,1.2933124966319986e-4,cwd_avg,avg
5291,"(-766.825,-766.8]",-766.825,-766.8,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5292,"(-766.8,-766.775]",-766.8,-766.775,0.025,cwd,9.69984372473999e-5,cwd_avg,avg
5293,"(-766.725,-766.7]",-766.725,-766.7,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5294,"(-766.7,-766.675]",-766.7,-766.675,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5295,"(-766.625,-766.6]",-766.625,-766.6,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5296,"(-766.6,-766.575]",-766.6,-766.575,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5297,"(-766.525,-766.5]",-766.525,-766.5,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5298,"(-766.5,-766.475]",-766.5,-766.475,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5299,"(-766.425,-766.4]",-766.425,-766.4,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
5300,"(-766.325,-766.3]",-766.325,-766.3,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5301,"(-766.3,-766.275]",-766.3,-766.275,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
5302,"(-766.225,-766.2]",-766.225,-766.2,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
5303,"(-766.2,-766.175]",-766.2,-766.175,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
5304,"(-766.125,-766.1]",-766.125,-766.1,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5305,"(-766.1,-766.075]",-766.1,-766.075,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5306,"(-766.025,-766]",-766.025,-766,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5307,"(-766,-765.975]",-766,-765.975,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
5308,"(-765.925,-765.9]",-765.925,-765.9,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
5309,"(-765.825,-765.8]",-765.825,-765.8,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
5310,"(-765.8,-765.775]",-765.8,-765.775,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5311,"(-765.725,-765.7]",-765.725,-765.7,0.025,cwd,9.69984372473999e-5,cwd_avg,avg
5312,"(-765.7,-765.675]",-765.7,-765.675,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5313,"(-765.625,-765.6]",-765.625,-765.6,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5314,"(-765.6,-765.575]",-765.6,-765.575,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
5315,"(-765.525,-765.5]",-765.525,-765.5,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5316,"(-765.5,-765.475]",-765.5,-765.475,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
5317,"(-765.425,-765.4]",-765.425,-765.4,0.025,cwd,1.077760413859999e-4,cwd_avg,avg
5318,"(-765.325,-765.3]",-765.325,-765.3,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5319,"(-765.3,-765.275]",-765.3,-765.275,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5320,"(-765.225,-765.2]",-765.225,-765.2,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5321,"(-765.2,-765.175]",-765.2,-765.175,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5322,"(-765.125,-765.1]",-765.125,-765.1,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
5323,"(-765.1,-765.075]",-765.1,-765.075,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
5324,"(-765.025,-765]",-765.025,-765,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5325,"(-765,-764.975]",-765,-764.975,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5326,"(-764.925,-764.9]",-764.925,-764.9,0.025,cwd,1.1855364552459988e-4,cwd_avg,avg
5327,"(-764.825,-764.8]",-764.825,-764.8,0.025,cwd,1.2933124966319986e-4,cwd_avg,avg
5328,"(-764.8,-764.775]",-764.8,-764.775,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
5329,"(-764.725,-764.7]",-764.725,-764.7,0.025,cwd,9.69984372473999e-5,cwd_avg,avg
5330,"(-764.7,-764.675]",-764.7,-764.675,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5331,"(-764.625,-764.6]",-764.625,-764.6,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5332,"(-764.6,-764.575]",-764.6,-764.575,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5333,"(-764.525,-764.5]",-764.525,-764.5,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5334,"(-764.5,-764.475]",-764.5,-764.475,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5335,"(-764.425,-764.4]",-764.425,-764.4,0.025,cwd,9.69984372473999e-5,cwd_avg,avg
5336,"(-764.325,-764.3]",-764.325,-764.3,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5337,"(-764.3,-764.275]",-764.3,-764.275,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5338,"(-764.225,-764.2]",-764.225,-764.2,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
5339,"(-764.2,-764.175]",-764.2,-764.175,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5340,"(-764.125,-764.1]",-764.125,-764.1,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5341,"(-764.1,-764.075]",-764.1,-764.075,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5342,"(-764.025,-764]",-764.025,-764,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
5343,"(-764,-763.975]",-764,-763.975,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5344,"(-763.925,-763.9]",-763.925,-763.9,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5345,"(-763.825,-763.8]",-763.825,-763.8,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5346,"(-763.8,-763.775]",-763.8,-763.775,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5347,"(-763.725,-763.7]",-763.725,-763.7,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
5348,"(-763.7,-763.675]",-763.7,-763.675,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5349,"(-763.625,-763.6]",-763.625,-763.6,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5350,"(-763.6,-763.575]",-763.6,-763.575,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5351,"(-763.525,-763.5]",-763.525,-763.5,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5352,"(-763.5,-763.475]",-763.5,-763.475,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5353,"(-763.425,-763.4]",-763.425,-763.4,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
5354,"(-763.325,-763.3]",-763.325,-763.3,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5355,"(-763.3,-763.275]",-763.3,-763.275,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
5356,"(-763.225,-763.2]",-763.225,-763.2,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
5357,"(-763.2,-763.175]",-763.2,-763.175,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5358,"(-763.125,-763.1]",-763.125,-763.1,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
5359,"(-763.1,-763.075]",-763.1,-763.075,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5360,"(-763.025,-763]",-763.025,-763,0.025,cwd,1.077760413859999e-4,cwd_avg,avg
5361,"(-763,-762.975]",-763,-762.975,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5362,"(-762.925,-762.9]",-762.925,-762.9,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
5363,"(-762.825,-762.8]",-762.825,-762.8,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5364,"(-762.8,-762.775]",-762.8,-762.775,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5365,"(-762.725,-762.7]",-762.725,-762.7,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
5366,"(-762.7,-762.675]",-762.7,-762.675,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5367,"(-762.625,-762.6]",-762.625,-762.6,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5368,"(-762.6,-762.575]",-762.6,-762.575,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5369,"(-762.525,-762.5]",-762.525,-762.5,0.025,cwd,1.077760413859999e-4,cwd_avg,avg
5370,"(-762.5,-762.475]",-762.5,-762.475,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5371,"(-762.425,-762.4]",-762.425,-762.4,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
5372,"(-762.325,-762.3]",-762.325,-762.3,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5373,"(-762.3,-762.275]",-762.3,-762.275,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5374,"(-762.225,-762.2]",-762.225,-762.2,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5375,"(-762.2,-762.175]",-762.2,-762.175,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5376,"(-762.125,-762.1]",-762.125,-762.1,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5377,"(-762.1,-762.075]",-762.1,-762.075,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5378,"(-762.025,-762]",-762.025,-762,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
5379,"(-762,-761.975]",-762,-761.975,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
5380,"(-761.925,-761.9]",-761.925,-761.9,0.025,cwd,9.69984372473999e-5,cwd_avg,avg
5381,"(-761.825,-761.8]",-761.825,-761.8,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
5382,"(-761.8,-761.775]",-761.8,-761.775,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5383,"(-761.725,-761.7]",-761.725,-761.7,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
5384,"(-761.7,-761.675]",-761.7,-761.675,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
5385,"(-761.625,-761.6]",-761.625,-761.6,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5386,"(-761.6,-761.575]",-761.6,-761.575,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5387,"(-761.525,-761.5]",-761.525,-761.5,0.025,cwd,9.69984372473999e-5,cwd_avg,avg
5388,"(-761.5,-761.475]",-761.5,-761.475,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5389,"(-761.425,-761.4]",-761.425,-761.4,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5390,"(-761.325,-761.3]",-761.325,-761.3,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5391,"(-761.3,-761.275]",-761.3,-761.275,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5392,"(-761.225,-761.2]",-761.225,-761.2,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
5393,"(-761.2,-761.175]",-761.2,-761.175,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5394,"(-761.125,-761.1]",-761.125,-761.1,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
5395,"(-761.1,-761.075]",-761.1,-761.075,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5396,"(-761.025,-761]",-761.025,-761,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5397,"(-761,-760.975]",-761,-760.975,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5398,"(-760.925,-760.9]",-760.925,-760.9,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
5399,"(-760.825,-760.8]",-760.825,-760.8,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5400,"(-760.8,-760.775]",-760.8,-760.775,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
5401,"(-760.725,-760.7]",-760.725,-760.7,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5402,"(-760.7,-760.675]",-760.7,-760.675,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5403,"(-760.625,-760.6]",-760.625,-760.6,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5404,"(-760.6,-760.575]",-760.6,-760.575,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5405,"(-760.525,-760.5]",-760.525,-760.5,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
5406,"(-760.5,-760.475]",-760.5,-760.475,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5407,"(-760.425,-760.4]",-760.425,-760.4,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5408,"(-760.325,-760.3]",-760.325,-760.3,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
5409,"(-760.3,-760.275]",-760.3,-760.275,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5410,"(-760.225,-760.2]",-760.225,-760.2,0.025,cwd,9.69984372473999e-5,cwd_avg,avg
5411,"(-760.2,-760.175]",-760.2,-760.175,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
5412,"(-760.125,-760.1]",-760.125,-760.1,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5413,"(-760.1,-760.075]",-760.1,-760.075,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
5414,"(-760.025,-760]",-760.025,-760,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5415,"(-760,-759.975]",-760,-759.975,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5416,"(-759.925,-759.9]",-759.925,-759.9,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
5417,"(-759.825,-759.8]",-759.825,-759.8,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5418,"(-759.8,-759.775]",-759.8,-759.775,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5419,"(-759.725,-759.7]",-759.725,-759.7,0.025,cwd,1.6166406207899985e-4,cwd_avg,avg
5420,"(-759.7,-759.675]",-759.7,-759.675,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
5421,"(-759.625,-759.6]",-759.625,-759.6,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
5422,"(-759.6,-759.575]",-759.6,-759.575,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5423,"(-759.525,-759.5]",-759.525,-759.5,0.025,cwd,9.69984372473999e-5,cwd_avg,avg
5424,"(-759.5,-759.475]",-759.5,-759.475,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5425,"(-759.425,-759.4]",-759.425,-759.4,0.025,cwd,1.5088645794039985e-4,cwd_avg,avg
5426,"(-759.325,-759.3]",-759.325,-759.3,0.025,cwd,1.077760413859999e-4,cwd_avg,avg
5427,"(-759.3,-759.275]",-759.3,-759.275,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5428,"(-759.225,-759.2]",-759.225,-759.2,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
5429,"(-759.2,-759.175]",-759.2,-759.175,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
5430,"(-759.125,-759.1]",-759.125,-759.1,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5431,"(-759.1,-759.075]",-759.1,-759.075,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5432,"(-759.025,-759]",-759.025,-759,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
5433,"(-759,-758.975]",-759,-758.975,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5434,"(-758.925,-758.9]",-758.925,-758.9,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
5435,"(-758.825,-758.8]",-758.825,-758.8,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
5436,"(-758.8,-758.775]",-758.8,-758.775,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5437,"(-758.725,-758.7]",-758.725,-758.7,0.025,cwd,7.544322897019993e-5,cwd_avg,avg
5438,"(-758.7,-758.675]",-758.7,-758.675,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5439,"(-758.625,-758.6]",-758.625,-758.6,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5440,"(-758.6,-758.575]",-758.6,-758.575,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5441,"(-758.525,-758.5]",-758.525,-758.5,0.025,cwd,9.69984372473999e-5,cwd_avg,avg
5442,"(-758.5,-758.475]",-758.5,-758.475,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5443,"(-758.425,-758.4]",-758.425,-758.4,0.025,cwd,1.077760413859999e-4,cwd_avg,avg
5444,"(-758.325,-758.3]",-758.325,-758.3,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
5445,"(-758.3,-758.275]",-758.3,-758.275,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5446,"(-758.225,-758.2]",-758.225,-758.2,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
5447,"(-758.2,-758.175]",-758.2,-758.175,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5448,"(-758.125,-758.1]",-758.125,-758.1,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5449,"(-758.1,-758.075]",-758.1,-758.075,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5450,"(-758.025,-758]",-758.025,-758,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
5451,"(-758,-757.975]",-758,-757.975,0.025,cwd,9.69984372473999e-5,cwd_avg,avg
5452,"(-757.925,-757.9]",-757.925,-757.9,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
5453,"(-757.825,-757.8]",-757.825,-757.8,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5454,"(-757.8,-757.775]",-757.8,-757.775,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
5455,"(-757.725,-757.7]",-757.725,-757.7,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5456,"(-757.7,-757.675]",-757.7,-757.675,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
5457,"(-757.625,-757.6]",-757.625,-757.6,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
5458,"(-757.6,-757.575]",-757.6,-757.575,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5459,"(-757.525,-757.5]",-757.525,-757.5,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
5460,"(-757.5,-757.475]",-757.5,-757.475,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
5461,"(-757.425,-757.4]",-757.425,-757.4,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5462,"(-757.325,-757.3]",-757.325,-757.3,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5463,"(-757.3,-757.275]",-757.3,-757.275,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5464,"(-757.225,-757.2]",-757.225,-757.2,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5465,"(-757.2,-757.175]",-757.2,-757.175,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5466,"(-757.125,-757.1]",-757.125,-757.1,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5467,"(-757.1,-757.075]",-757.1,-757.075,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5468,"(-757.025,-757]",-757.025,-757,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5469,"(-756.925,-756.9]",-756.925,-756.9,0.025,cwd,1.4010885380179986e-4,cwd_avg,avg
5470,"(-756.825,-756.8]",-756.825,-756.8,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5471,"(-756.8,-756.775]",-756.8,-756.775,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
5472,"(-756.725,-756.7]",-756.725,-756.7,0.025,cwd,2.1555208277199977e-5,cwd_avg,avg
5473,"(-756.625,-756.6]",-756.625,-756.6,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5474,"(-756.6,-756.575]",-756.6,-756.575,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
5475,"(-756.525,-756.5]",-756.525,-756.5,0.025,cwd,1.2933124966319986e-4,cwd_avg,avg
5476,"(-756.5,-756.475]",-756.5,-756.475,0.025,cwd,1.0777604138599989e-5,cwd_avg,avg
5477,"(-756.425,-756.4]",-756.425,-756.4,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
5478,"(-756.325,-756.3]",-756.325,-756.3,0.025,cwd,8.622083310879991e-5,cwd_avg,avg
5479,"(-756.3,-756.275]",-756.3,-756.275,0.025,cwd,3.2332812415799966e-5,cwd_avg,avg
5480,"(-756.225,-756.2]",-756.225,-756.2,0.025,cwd,6.466562483159993e-5,cwd_avg,avg
5481,"(-756.2,-756.175]",-756.2,-756.175,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5482,"(-756.125,-756.1]",-756.125,-756.1,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
5483,"(-756.1,-756.075]",-756.1,-756.075,0.025,cwd,5.388802069299995e-5,cwd_avg,avg
5484,"(-756.025,-756]",-756.025,-756,0.025,cwd,4.3110416554399954e-5,cwd_avg,avg
