n_bin,bin,bin_from,bin_to,bin_size,variable,rnr_avg,variable_metric,metric
1967,"(-86.8,-86.775]",-86.8,-86.775,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
1968,"(-86.775,-86.75]",-86.775,-86.75,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
1969,"(-86.725,-86.7]",-86.725,-86.7,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
1970,"(-86.7,-86.675]",-86.7,-86.675,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
1971,"(-86.675,-86.65]",-86.675,-86.65,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
1972,"(-86.65,-86.625]",-86.65,-86.625,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
1973,"(-86.625,-86.6]",-86.625,-86.6,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
1974,"(-86.6,-86.575]",-86.6,-86.575,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
1975,"(-86.575,-86.55]",-86.575,-86.55,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
1976,"(-86.55,-86.525]",-86.55,-86.525,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
1977,"(-86.525,-86.5]",-86.525,-86.5,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
1978,"(-86.5,-86.475]",-86.5,-86.475,0.025,rnr,6.466562483159993e-5,rnr_avg,avg
1979,"(-86.45,-86.425]",-86.45,-86.425,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
1980,"(-86.425,-86.4]",-86.425,-86.4,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
1981,"(-86.4,-86.375]",-86.4,-86.375,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
1982,"(-86.375,-86.35]",-86.375,-86.35,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
1983,"(-86.35,-86.325]",-86.35,-86.325,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
1984,"(-86.325,-86.3]",-86.325,-86.3,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
1985,"(-86.3,-86.275]",-86.3,-86.275,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
1986,"(-86.275,-86.25]",-86.275,-86.25,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
1987,"(-86.2,-86.175]",-86.2,-86.175,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
1988,"(-86.175,-86.15]",-86.175,-86.15,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
1989,"(-86.15,-86.125]",-86.15,-86.125,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
1990,"(-86.125,-86.1]",-86.125,-86.1,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
1991,"(-86.075,-86.05]",-86.075,-86.05,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
1992,"(-86.05,-86.025]",-86.05,-86.025,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
1993,"(-86.025,-86]",-86.025,-86,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
1994,"(-86,-85.975]",-86,-85.975,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
1995,"(-85.975,-85.95]",-85.975,-85.95,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
1996,"(-85.95,-85.925]",-85.95,-85.925,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
1997,"(-85.925,-85.9]",-85.925,-85.9,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
1998,"(-85.9,-85.875]",-85.9,-85.875,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
1999,"(-85.875,-85.85]",-85.875,-85.85,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2000,"(-85.825,-85.8]",-85.825,-85.8,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2001,"(-85.8,-85.775]",-85.8,-85.775,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2002,"(-85.775,-85.75]",-85.775,-85.75,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2003,"(-85.75,-85.725]",-85.75,-85.725,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2004,"(-85.725,-85.7]",-85.725,-85.7,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2005,"(-85.7,-85.675]",-85.7,-85.675,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2006,"(-85.675,-85.65]",-85.675,-85.65,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2007,"(-85.65,-85.625]",-85.65,-85.625,0.025,rnr,6.466562483159993e-5,rnr_avg,avg
2008,"(-85.625,-85.6]",-85.625,-85.6,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2009,"(-85.6,-85.575]",-85.6,-85.575,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2010,"(-85.575,-85.55]",-85.575,-85.55,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2011,"(-85.55,-85.525]",-85.55,-85.525,0.025,rnr,6.466562483159993e-5,rnr_avg,avg
2012,"(-85.525,-85.5]",-85.525,-85.5,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2013,"(-85.5,-85.475]",-85.5,-85.475,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2014,"(-85.475,-85.45]",-85.475,-85.45,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2015,"(-85.45,-85.425]",-85.45,-85.425,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2016,"(-85.425,-85.4]",-85.425,-85.4,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2017,"(-85.4,-85.375]",-85.4,-85.375,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2018,"(-85.375,-85.35]",-85.375,-85.35,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2019,"(-85.35,-85.325]",-85.35,-85.325,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2020,"(-85.325,-85.3]",-85.325,-85.3,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2021,"(-85.275,-85.25]",-85.275,-85.25,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2022,"(-85.25,-85.225]",-85.25,-85.225,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2023,"(-85.225,-85.2]",-85.225,-85.2,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2024,"(-85.2,-85.175]",-85.2,-85.175,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2025,"(-85.175,-85.15]",-85.175,-85.15,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2026,"(-85.15,-85.125]",-85.15,-85.125,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2027,"(-85.125,-85.1]",-85.125,-85.1,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2028,"(-85.1,-85.075]",-85.1,-85.075,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2029,"(-85.075,-85.05]",-85.075,-85.05,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2030,"(-85.05,-85.025]",-85.05,-85.025,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2031,"(-85.025,-85]",-85.025,-85,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2032,"(-85,-84.975]",-85,-84.975,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2033,"(-84.975,-84.95]",-84.975,-84.95,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2034,"(-84.95,-84.925]",-84.95,-84.925,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2035,"(-84.925,-84.9]",-84.925,-84.9,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2036,"(-84.9,-84.875]",-84.9,-84.875,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2037,"(-84.875,-84.85]",-84.875,-84.85,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2038,"(-84.85,-84.825]",-84.85,-84.825,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2039,"(-84.825,-84.8]",-84.825,-84.8,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2040,"(-84.8,-84.775]",-84.8,-84.775,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2041,"(-84.775,-84.75]",-84.775,-84.75,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2042,"(-84.75,-84.725]",-84.75,-84.725,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2043,"(-84.725,-84.7]",-84.725,-84.7,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2044,"(-84.7,-84.675]",-84.7,-84.675,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2045,"(-84.675,-84.65]",-84.675,-84.65,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2046,"(-84.65,-84.625]",-84.65,-84.625,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2047,"(-84.625,-84.6]",-84.625,-84.6,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2048,"(-84.6,-84.575]",-84.6,-84.575,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2049,"(-84.575,-84.55]",-84.575,-84.55,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2050,"(-84.55,-84.525]",-84.55,-84.525,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2051,"(-84.525,-84.5]",-84.525,-84.5,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2052,"(-84.5,-84.475]",-84.5,-84.475,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2053,"(-84.475,-84.45]",-84.475,-84.45,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2054,"(-84.45,-84.425]",-84.45,-84.425,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2055,"(-84.425,-84.4]",-84.425,-84.4,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2056,"(-84.375,-84.35]",-84.375,-84.35,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2057,"(-84.35,-84.325]",-84.35,-84.325,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2058,"(-84.325,-84.3]",-84.325,-84.3,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2059,"(-84.3,-84.275]",-84.3,-84.275,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2060,"(-84.275,-84.25]",-84.275,-84.25,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2061,"(-84.25,-84.225]",-84.25,-84.225,0.025,rnr,6.466562483159993e-5,rnr_avg,avg
2062,"(-84.225,-84.2]",-84.225,-84.2,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2063,"(-84.2,-84.175]",-84.2,-84.175,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2064,"(-84.175,-84.15]",-84.175,-84.15,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2065,"(-84.15,-84.125]",-84.15,-84.125,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2066,"(-84.125,-84.1]",-84.125,-84.1,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2067,"(-84.1,-84.075]",-84.1,-84.075,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2068,"(-84.075,-84.05]",-84.075,-84.05,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2069,"(-84.05,-84.025]",-84.05,-84.025,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2070,"(-84.025,-84]",-84.025,-84,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2071,"(-84,-83.975]",-84,-83.975,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2072,"(-83.975,-83.95]",-83.975,-83.95,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2073,"(-83.95,-83.925]",-83.95,-83.925,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2074,"(-83.925,-83.9]",-83.925,-83.9,0.025,rnr,1.1855364552459988e-4,rnr_avg,avg
2075,"(-83.9,-83.875]",-83.9,-83.875,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2076,"(-83.875,-83.85]",-83.875,-83.85,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2077,"(-83.85,-83.825]",-83.85,-83.825,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2078,"(-83.825,-83.8]",-83.825,-83.8,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2079,"(-83.8,-83.775]",-83.8,-83.775,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2080,"(-83.775,-83.75]",-83.775,-83.75,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2081,"(-83.75,-83.725]",-83.75,-83.725,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2082,"(-83.725,-83.7]",-83.725,-83.7,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2083,"(-83.7,-83.675]",-83.7,-83.675,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2084,"(-83.65,-83.625]",-83.65,-83.625,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2085,"(-83.625,-83.6]",-83.625,-83.6,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2086,"(-83.6,-83.575]",-83.6,-83.575,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2087,"(-83.575,-83.55]",-83.575,-83.55,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2088,"(-83.55,-83.525]",-83.55,-83.525,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2089,"(-83.525,-83.5]",-83.525,-83.5,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2090,"(-83.5,-83.475]",-83.5,-83.475,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2091,"(-83.475,-83.45]",-83.475,-83.45,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2092,"(-83.45,-83.425]",-83.45,-83.425,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2093,"(-83.425,-83.4]",-83.425,-83.4,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2094,"(-83.4,-83.375]",-83.4,-83.375,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2095,"(-83.375,-83.35]",-83.375,-83.35,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2096,"(-83.325,-83.3]",-83.325,-83.3,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2097,"(-83.3,-83.275]",-83.3,-83.275,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2098,"(-83.275,-83.25]",-83.275,-83.25,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2099,"(-83.25,-83.225]",-83.25,-83.225,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2100,"(-83.225,-83.2]",-83.225,-83.2,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2101,"(-83.2,-83.175]",-83.2,-83.175,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2102,"(-83.175,-83.15]",-83.175,-83.15,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2103,"(-83.15,-83.125]",-83.15,-83.125,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2104,"(-83.125,-83.1]",-83.125,-83.1,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2105,"(-83.1,-83.075]",-83.1,-83.075,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2106,"(-83.075,-83.05]",-83.075,-83.05,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2107,"(-83.05,-83.025]",-83.05,-83.025,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2108,"(-83.025,-83]",-83.025,-83,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2109,"(-82.975,-82.95]",-82.975,-82.95,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2110,"(-82.95,-82.925]",-82.95,-82.925,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2111,"(-82.85,-82.825]",-82.85,-82.825,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2112,"(-82.825,-82.8]",-82.825,-82.8,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2113,"(-82.8,-82.775]",-82.8,-82.775,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2114,"(-82.775,-82.75]",-82.775,-82.75,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2115,"(-82.75,-82.725]",-82.75,-82.725,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2116,"(-82.725,-82.7]",-82.725,-82.7,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2117,"(-82.7,-82.675]",-82.7,-82.675,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2118,"(-82.675,-82.65]",-82.675,-82.65,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2119,"(-82.65,-82.625]",-82.65,-82.625,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2120,"(-82.625,-82.6]",-82.625,-82.6,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2121,"(-82.6,-82.575]",-82.6,-82.575,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2122,"(-82.575,-82.55]",-82.575,-82.55,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2123,"(-82.55,-82.525]",-82.55,-82.525,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2124,"(-82.525,-82.5]",-82.525,-82.5,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2125,"(-82.5,-82.475]",-82.5,-82.475,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2126,"(-82.475,-82.45]",-82.475,-82.45,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2127,"(-82.45,-82.425]",-82.45,-82.425,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2128,"(-82.425,-82.4]",-82.425,-82.4,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2129,"(-82.4,-82.375]",-82.4,-82.375,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2130,"(-82.375,-82.35]",-82.375,-82.35,0.025,rnr,6.466562483159993e-5,rnr_avg,avg
2131,"(-82.35,-82.325]",-82.35,-82.325,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2132,"(-82.325,-82.3]",-82.325,-82.3,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2133,"(-82.3,-82.275]",-82.3,-82.275,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2134,"(-82.275,-82.25]",-82.275,-82.25,0.025,rnr,6.466562483159993e-5,rnr_avg,avg
2135,"(-82.25,-82.225]",-82.25,-82.225,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2136,"(-82.225,-82.2]",-82.225,-82.2,0.025,rnr,6.466562483159993e-5,rnr_avg,avg
2137,"(-82.2,-82.175]",-82.2,-82.175,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2138,"(-82.175,-82.15]",-82.175,-82.15,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2139,"(-82.15,-82.125]",-82.15,-82.125,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2140,"(-82.125,-82.1]",-82.125,-82.1,0.025,rnr,7.544322897019993e-5,rnr_avg,avg
2141,"(-82.1,-82.075]",-82.1,-82.075,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2142,"(-82.075,-82.05]",-82.075,-82.05,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2143,"(-82.05,-82.025]",-82.05,-82.025,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2144,"(-82.025,-82]",-82.025,-82,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2145,"(-82,-81.975]",-82,-81.975,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2146,"(-81.95,-81.925]",-81.95,-81.925,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2147,"(-81.925,-81.9]",-81.925,-81.9,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2148,"(-81.9,-81.875]",-81.9,-81.875,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2149,"(-81.875,-81.85]",-81.875,-81.85,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2150,"(-81.85,-81.825]",-81.85,-81.825,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2151,"(-81.825,-81.8]",-81.825,-81.8,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2152,"(-81.8,-81.775]",-81.8,-81.775,0.025,rnr,6.466562483159993e-5,rnr_avg,avg
2153,"(-81.775,-81.75]",-81.775,-81.75,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2154,"(-81.75,-81.725]",-81.75,-81.725,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2155,"(-81.725,-81.7]",-81.725,-81.7,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2156,"(-81.7,-81.675]",-81.7,-81.675,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2157,"(-81.675,-81.65]",-81.675,-81.65,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2158,"(-81.65,-81.625]",-81.65,-81.625,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2159,"(-81.625,-81.6]",-81.625,-81.6,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2160,"(-81.6,-81.575]",-81.6,-81.575,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2161,"(-81.575,-81.55]",-81.575,-81.55,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2162,"(-81.55,-81.525]",-81.55,-81.525,0.025,rnr,8.622083310879991e-5,rnr_avg,avg
2163,"(-81.5,-81.475]",-81.5,-81.475,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2164,"(-81.475,-81.45]",-81.475,-81.45,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2165,"(-81.45,-81.425]",-81.45,-81.425,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2166,"(-81.425,-81.4]",-81.425,-81.4,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2167,"(-81.4,-81.375]",-81.4,-81.375,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2168,"(-81.375,-81.35]",-81.375,-81.35,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2169,"(-81.35,-81.325]",-81.35,-81.325,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2170,"(-81.325,-81.3]",-81.325,-81.3,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2171,"(-81.3,-81.275]",-81.3,-81.275,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2172,"(-81.275,-81.25]",-81.275,-81.25,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2173,"(-81.25,-81.225]",-81.25,-81.225,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2174,"(-81.225,-81.2]",-81.225,-81.2,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2175,"(-81.2,-81.175]",-81.2,-81.175,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2176,"(-81.175,-81.15]",-81.175,-81.15,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2177,"(-81.15,-81.125]",-81.15,-81.125,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2178,"(-81.125,-81.1]",-81.125,-81.1,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2179,"(-81.075,-81.05]",-81.075,-81.05,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2180,"(-81.05,-81.025]",-81.05,-81.025,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2181,"(-81.025,-81]",-81.025,-81,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2182,"(-80.975,-80.95]",-80.975,-80.95,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2183,"(-80.95,-80.925]",-80.95,-80.925,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2184,"(-80.925,-80.9]",-80.925,-80.9,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2185,"(-80.875,-80.85]",-80.875,-80.85,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2186,"(-80.85,-80.825]",-80.85,-80.825,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2187,"(-80.825,-80.8]",-80.825,-80.8,0.025,rnr,6.466562483159993e-5,rnr_avg,avg
2188,"(-80.8,-80.775]",-80.8,-80.775,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2189,"(-80.775,-80.75]",-80.775,-80.75,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2190,"(-80.75,-80.725]",-80.75,-80.725,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2191,"(-80.725,-80.7]",-80.725,-80.7,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2192,"(-80.7,-80.675]",-80.7,-80.675,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2193,"(-80.675,-80.65]",-80.675,-80.65,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2194,"(-80.65,-80.625]",-80.65,-80.625,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2195,"(-80.625,-80.6]",-80.625,-80.6,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2196,"(-80.6,-80.575]",-80.6,-80.575,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2197,"(-80.575,-80.55]",-80.575,-80.55,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2198,"(-80.55,-80.525]",-80.55,-80.525,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2199,"(-80.525,-80.5]",-80.525,-80.5,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2200,"(-80.5,-80.475]",-80.5,-80.475,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2201,"(-80.475,-80.45]",-80.475,-80.45,0.025,rnr,6.466562483159993e-5,rnr_avg,avg
2202,"(-80.45,-80.425]",-80.45,-80.425,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2203,"(-80.425,-80.4]",-80.425,-80.4,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2204,"(-80.4,-80.375]",-80.4,-80.375,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2205,"(-80.375,-80.35]",-80.375,-80.35,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2206,"(-80.35,-80.325]",-80.35,-80.325,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2207,"(-80.325,-80.3]",-80.325,-80.3,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2208,"(-80.3,-80.275]",-80.3,-80.275,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2209,"(-80.275,-80.25]",-80.275,-80.25,0.025,rnr,6.466562483159993e-5,rnr_avg,avg
2210,"(-80.25,-80.225]",-80.25,-80.225,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2211,"(-80.225,-80.2]",-80.225,-80.2,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2212,"(-80.2,-80.175]",-80.2,-80.175,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2213,"(-80.175,-80.15]",-80.175,-80.15,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2214,"(-80.15,-80.125]",-80.15,-80.125,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2215,"(-80.125,-80.1]",-80.125,-80.1,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2216,"(-80.1,-80.075]",-80.1,-80.075,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
