n_bin,bin,bin_from,bin_to,bin_size,variable,rnr_avg,variable_metric,metric
2217,"(-80.075,-80.05]",-80.075,-80.05,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2218,"(-80.025,-80]",-80.025,-80,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2219,"(-80,-79.975]",-80,-79.975,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2220,"(-79.975,-79.95]",-79.975,-79.95,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2221,"(-79.95,-79.925]",-79.95,-79.925,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2222,"(-79.925,-79.9]",-79.925,-79.9,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2223,"(-79.9,-79.875]",-79.9,-79.875,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2224,"(-79.875,-79.85]",-79.875,-79.85,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2225,"(-79.85,-79.825]",-79.85,-79.825,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2226,"(-79.825,-79.8]",-79.825,-79.8,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2227,"(-79.8,-79.775]",-79.8,-79.775,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2228,"(-79.775,-79.75]",-79.775,-79.75,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2229,"(-79.75,-79.725]",-79.75,-79.725,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2230,"(-79.725,-79.7]",-79.725,-79.7,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2231,"(-79.7,-79.675]",-79.7,-79.675,0.025,rnr,7.544322897019993e-5,rnr_avg,avg
2232,"(-79.675,-79.65]",-79.675,-79.65,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2233,"(-79.65,-79.625]",-79.65,-79.625,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2234,"(-79.625,-79.6]",-79.625,-79.6,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2235,"(-79.6,-79.575]",-79.6,-79.575,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2236,"(-79.575,-79.55]",-79.575,-79.55,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2237,"(-79.55,-79.525]",-79.55,-79.525,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2238,"(-79.525,-79.5]",-79.525,-79.5,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2239,"(-79.5,-79.475]",-79.5,-79.475,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2240,"(-79.475,-79.45]",-79.475,-79.45,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2241,"(-79.45,-79.425]",-79.45,-79.425,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2242,"(-79.425,-79.4]",-79.425,-79.4,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2243,"(-79.4,-79.375]",-79.4,-79.375,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2244,"(-79.375,-79.35]",-79.375,-79.35,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2245,"(-79.35,-79.325]",-79.35,-79.325,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2246,"(-79.325,-79.3]",-79.325,-79.3,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2247,"(-79.3,-79.275]",-79.3,-79.275,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2248,"(-79.275,-79.25]",-79.275,-79.25,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2249,"(-79.25,-79.225]",-79.25,-79.225,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2250,"(-79.2,-79.175]",-79.2,-79.175,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2251,"(-79.175,-79.15]",-79.175,-79.15,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2252,"(-79.15,-79.125]",-79.15,-79.125,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2253,"(-79.125,-79.1]",-79.125,-79.1,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2254,"(-79.075,-79.05]",-79.075,-79.05,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2255,"(-79.05,-79.025]",-79.05,-79.025,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2256,"(-79.025,-79]",-79.025,-79,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2257,"(-78.975,-78.95]",-78.975,-78.95,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2258,"(-78.95,-78.925]",-78.95,-78.925,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2259,"(-78.925,-78.9]",-78.925,-78.9,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2260,"(-78.9,-78.875]",-78.9,-78.875,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2261,"(-78.875,-78.85]",-78.875,-78.85,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2262,"(-78.85,-78.825]",-78.85,-78.825,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2263,"(-78.825,-78.8]",-78.825,-78.8,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2264,"(-78.8,-78.775]",-78.8,-78.775,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2265,"(-78.775,-78.75]",-78.775,-78.75,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2266,"(-78.75,-78.725]",-78.75,-78.725,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2267,"(-78.725,-78.7]",-78.725,-78.7,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2268,"(-78.7,-78.675]",-78.7,-78.675,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2269,"(-78.675,-78.65]",-78.675,-78.65,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2270,"(-78.65,-78.625]",-78.65,-78.625,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2271,"(-78.625,-78.6]",-78.625,-78.6,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2272,"(-78.6,-78.575]",-78.6,-78.575,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2273,"(-78.575,-78.55]",-78.575,-78.55,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2274,"(-78.55,-78.525]",-78.55,-78.525,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2275,"(-78.525,-78.5]",-78.525,-78.5,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2276,"(-78.5,-78.475]",-78.5,-78.475,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2277,"(-78.475,-78.45]",-78.475,-78.45,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2278,"(-78.45,-78.425]",-78.45,-78.425,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2279,"(-78.425,-78.4]",-78.425,-78.4,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2280,"(-78.4,-78.375]",-78.4,-78.375,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2281,"(-78.375,-78.35]",-78.375,-78.35,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2282,"(-78.35,-78.325]",-78.35,-78.325,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2283,"(-78.325,-78.3]",-78.325,-78.3,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2284,"(-78.3,-78.275]",-78.3,-78.275,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2285,"(-78.275,-78.25]",-78.275,-78.25,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2286,"(-78.25,-78.225]",-78.25,-78.225,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2287,"(-78.225,-78.2]",-78.225,-78.2,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2288,"(-78.15,-78.125]",-78.15,-78.125,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2289,"(-78.125,-78.1]",-78.125,-78.1,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2290,"(-78.1,-78.075]",-78.1,-78.075,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2291,"(-78.05,-78.025]",-78.05,-78.025,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2292,"(-78.025,-78]",-78.025,-78,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2293,"(-78,-77.975]",-78,-77.975,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2294,"(-77.975,-77.95]",-77.975,-77.95,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2295,"(-77.95,-77.925]",-77.95,-77.925,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2296,"(-77.925,-77.9]",-77.925,-77.9,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2297,"(-77.9,-77.875]",-77.9,-77.875,0.025,rnr,6.466562483159993e-5,rnr_avg,avg
2298,"(-77.875,-77.85]",-77.875,-77.85,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2299,"(-77.85,-77.825]",-77.85,-77.825,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2300,"(-77.825,-77.8]",-77.825,-77.8,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2301,"(-77.8,-77.775]",-77.8,-77.775,0.025,rnr,6.466562483159993e-5,rnr_avg,avg
2302,"(-77.775,-77.75]",-77.775,-77.75,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2303,"(-77.75,-77.725]",-77.75,-77.725,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2304,"(-77.725,-77.7]",-77.725,-77.7,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2305,"(-77.7,-77.675]",-77.7,-77.675,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2306,"(-77.675,-77.65]",-77.675,-77.65,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2307,"(-77.65,-77.625]",-77.65,-77.625,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2308,"(-77.625,-77.6]",-77.625,-77.6,0.025,rnr,6.466562483159993e-5,rnr_avg,avg
2309,"(-77.6,-77.575]",-77.6,-77.575,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2310,"(-77.575,-77.55]",-77.575,-77.55,0.025,rnr,7.544322897019993e-5,rnr_avg,avg
2311,"(-77.55,-77.525]",-77.55,-77.525,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2312,"(-77.5,-77.475]",-77.5,-77.475,0.025,rnr,6.466562483159993e-5,rnr_avg,avg
2313,"(-77.475,-77.45]",-77.475,-77.45,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2314,"(-77.425,-77.4]",-77.425,-77.4,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2315,"(-77.4,-77.375]",-77.4,-77.375,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2316,"(-77.375,-77.35]",-77.375,-77.35,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2317,"(-77.35,-77.325]",-77.35,-77.325,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2318,"(-77.325,-77.3]",-77.325,-77.3,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2319,"(-77.3,-77.275]",-77.3,-77.275,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2320,"(-77.275,-77.25]",-77.275,-77.25,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2321,"(-77.25,-77.225]",-77.25,-77.225,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2322,"(-77.225,-77.2]",-77.225,-77.2,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2323,"(-77.2,-77.175]",-77.2,-77.175,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2324,"(-77.175,-77.15]",-77.175,-77.15,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2325,"(-77.125,-77.1]",-77.125,-77.1,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2326,"(-77.1,-77.075]",-77.1,-77.075,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2327,"(-77.075,-77.05]",-77.075,-77.05,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2328,"(-77.05,-77.025]",-77.05,-77.025,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2329,"(-77.025,-77]",-77.025,-77,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2330,"(-77,-76.975]",-77,-76.975,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2331,"(-76.975,-76.95]",-76.975,-76.95,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2332,"(-76.925,-76.9]",-76.925,-76.9,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2333,"(-76.9,-76.875]",-76.9,-76.875,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2334,"(-76.875,-76.85]",-76.875,-76.85,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2335,"(-76.85,-76.825]",-76.85,-76.825,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2336,"(-76.825,-76.8]",-76.825,-76.8,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2337,"(-76.8,-76.775]",-76.8,-76.775,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2338,"(-76.775,-76.75]",-76.775,-76.75,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2339,"(-76.75,-76.725]",-76.75,-76.725,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2340,"(-76.725,-76.7]",-76.725,-76.7,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2341,"(-76.7,-76.675]",-76.7,-76.675,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2342,"(-76.675,-76.65]",-76.675,-76.65,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2343,"(-76.65,-76.625]",-76.65,-76.625,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2344,"(-76.625,-76.6]",-76.625,-76.6,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2345,"(-76.6,-76.575]",-76.6,-76.575,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2346,"(-76.575,-76.55]",-76.575,-76.55,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2347,"(-76.55,-76.525]",-76.55,-76.525,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2348,"(-76.525,-76.5]",-76.525,-76.5,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2349,"(-76.5,-76.475]",-76.5,-76.475,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2350,"(-76.475,-76.45]",-76.475,-76.45,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2351,"(-76.45,-76.425]",-76.45,-76.425,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2352,"(-76.425,-76.4]",-76.425,-76.4,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2353,"(-76.4,-76.375]",-76.4,-76.375,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2354,"(-76.375,-76.35]",-76.375,-76.35,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2355,"(-76.35,-76.325]",-76.35,-76.325,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2356,"(-76.325,-76.3]",-76.325,-76.3,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2357,"(-76.3,-76.275]",-76.3,-76.275,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2358,"(-76.275,-76.25]",-76.275,-76.25,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2359,"(-76.25,-76.225]",-76.25,-76.225,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2360,"(-76.225,-76.2]",-76.225,-76.2,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2361,"(-76.2,-76.175]",-76.2,-76.175,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2362,"(-76.175,-76.15]",-76.175,-76.15,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2363,"(-76.15,-76.125]",-76.15,-76.125,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2364,"(-76.125,-76.1]",-76.125,-76.1,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2365,"(-76.1,-76.075]",-76.1,-76.075,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2366,"(-76.075,-76.05]",-76.075,-76.05,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2367,"(-76.05,-76.025]",-76.05,-76.025,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2368,"(-76.025,-76]",-76.025,-76,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2369,"(-76,-75.975]",-76,-75.975,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2370,"(-75.975,-75.95]",-75.975,-75.95,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2371,"(-75.95,-75.925]",-75.95,-75.925,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2372,"(-75.9,-75.875]",-75.9,-75.875,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2373,"(-75.875,-75.85]",-75.875,-75.85,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2374,"(-75.85,-75.825]",-75.85,-75.825,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2375,"(-75.825,-75.8]",-75.825,-75.8,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2376,"(-75.8,-75.775]",-75.8,-75.775,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2377,"(-75.775,-75.75]",-75.775,-75.75,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2378,"(-75.75,-75.725]",-75.75,-75.725,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2379,"(-75.725,-75.7]",-75.725,-75.7,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2380,"(-75.7,-75.675]",-75.7,-75.675,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2381,"(-75.675,-75.65]",-75.675,-75.65,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2382,"(-75.65,-75.625]",-75.65,-75.625,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2383,"(-75.625,-75.6]",-75.625,-75.6,0.025,rnr,7.544322897019993e-5,rnr_avg,avg
2384,"(-75.6,-75.575]",-75.6,-75.575,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2385,"(-75.575,-75.55]",-75.575,-75.55,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2386,"(-75.55,-75.525]",-75.55,-75.525,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2387,"(-75.525,-75.5]",-75.525,-75.5,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2388,"(-75.5,-75.475]",-75.5,-75.475,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2389,"(-75.475,-75.45]",-75.475,-75.45,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2390,"(-75.45,-75.425]",-75.45,-75.425,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2391,"(-75.425,-75.4]",-75.425,-75.4,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2392,"(-75.4,-75.375]",-75.4,-75.375,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2393,"(-75.375,-75.35]",-75.375,-75.35,0.025,rnr,6.466562483159993e-5,rnr_avg,avg
2394,"(-75.35,-75.325]",-75.35,-75.325,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2395,"(-75.325,-75.3]",-75.325,-75.3,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2396,"(-75.3,-75.275]",-75.3,-75.275,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2397,"(-75.275,-75.25]",-75.275,-75.25,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2398,"(-75.25,-75.225]",-75.25,-75.225,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2399,"(-75.225,-75.2]",-75.225,-75.2,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2400,"(-75.2,-75.175]",-75.2,-75.175,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2401,"(-75.175,-75.15]",-75.175,-75.15,0.025,rnr,8.622083310879991e-5,rnr_avg,avg
2402,"(-75.15,-75.125]",-75.15,-75.125,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2403,"(-75.125,-75.1]",-75.125,-75.1,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2404,"(-75.1,-75.075]",-75.1,-75.075,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2405,"(-75.075,-75.05]",-75.075,-75.05,0.025,rnr,7.544322897019993e-5,rnr_avg,avg
2406,"(-75.05,-75.025]",-75.05,-75.025,0.025,rnr,6.466562483159993e-5,rnr_avg,avg
2407,"(-75,-74.975]",-75,-74.975,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2408,"(-74.975,-74.95]",-74.975,-74.95,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2409,"(-74.925,-74.9]",-74.925,-74.9,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2410,"(-74.875,-74.85]",-74.875,-74.85,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2411,"(-74.85,-74.825]",-74.85,-74.825,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2412,"(-74.825,-74.8]",-74.825,-74.8,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2413,"(-74.8,-74.775]",-74.8,-74.775,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2414,"(-74.775,-74.75]",-74.775,-74.75,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2415,"(-74.75,-74.725]",-74.75,-74.725,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2416,"(-74.725,-74.7]",-74.725,-74.7,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2417,"(-74.7,-74.675]",-74.7,-74.675,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2418,"(-74.675,-74.65]",-74.675,-74.65,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2419,"(-74.65,-74.625]",-74.65,-74.625,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2420,"(-74.625,-74.6]",-74.625,-74.6,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2421,"(-74.6,-74.575]",-74.6,-74.575,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2422,"(-74.575,-74.55]",-74.575,-74.55,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2423,"(-74.55,-74.525]",-74.55,-74.525,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2424,"(-74.525,-74.5]",-74.525,-74.5,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2425,"(-74.5,-74.475]",-74.5,-74.475,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2426,"(-74.475,-74.45]",-74.475,-74.45,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2427,"(-74.45,-74.425]",-74.45,-74.425,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2428,"(-74.425,-74.4]",-74.425,-74.4,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2429,"(-74.4,-74.375]",-74.4,-74.375,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
2430,"(-74.375,-74.35]",-74.375,-74.35,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2431,"(-74.35,-74.325]",-74.35,-74.325,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2432,"(-74.325,-74.3]",-74.325,-74.3,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2433,"(-74.3,-74.275]",-74.3,-74.275,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2434,"(-74.275,-74.25]",-74.275,-74.25,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2435,"(-74.25,-74.225]",-74.25,-74.225,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2436,"(-74.225,-74.2]",-74.225,-74.2,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2437,"(-74.2,-74.175]",-74.2,-74.175,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2438,"(-74.175,-74.15]",-74.175,-74.15,0.025,rnr,6.466562483159993e-5,rnr_avg,avg
2439,"(-74.15,-74.125]",-74.15,-74.125,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2440,"(-74.125,-74.1]",-74.125,-74.1,0.025,rnr,6.466562483159993e-5,rnr_avg,avg
2441,"(-74.1,-74.075]",-74.1,-74.075,0.025,rnr,6.466562483159993e-5,rnr_avg,avg
2442,"(-74.075,-74.05]",-74.075,-74.05,0.025,rnr,6.466562483159993e-5,rnr_avg,avg
2443,"(-74.05,-74.025]",-74.05,-74.025,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2444,"(-74.025,-74]",-74.025,-74,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2445,"(-74,-73.975]",-74,-73.975,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2446,"(-73.975,-73.95]",-73.975,-73.95,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2447,"(-73.95,-73.925]",-73.95,-73.925,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2448,"(-73.925,-73.9]",-73.925,-73.9,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2449,"(-73.9,-73.875]",-73.9,-73.875,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2450,"(-73.875,-73.85]",-73.875,-73.85,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2451,"(-73.85,-73.825]",-73.85,-73.825,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2452,"(-73.825,-73.8]",-73.825,-73.8,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2453,"(-73.8,-73.775]",-73.8,-73.775,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2454,"(-73.775,-73.75]",-73.775,-73.75,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2455,"(-73.75,-73.725]",-73.75,-73.725,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2456,"(-73.725,-73.7]",-73.725,-73.7,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2457,"(-73.7,-73.675]",-73.7,-73.675,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2458,"(-73.675,-73.65]",-73.675,-73.65,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2459,"(-73.65,-73.625]",-73.65,-73.625,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2460,"(-73.625,-73.6]",-73.625,-73.6,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2461,"(-73.6,-73.575]",-73.6,-73.575,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
2462,"(-73.575,-73.55]",-73.575,-73.55,0.025,rnr,5.388802069299995e-5,rnr_avg,avg
2463,"(-73.55,-73.525]",-73.55,-73.525,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
2464,"(-73.525,-73.5]",-73.525,-73.5,0.025,rnr,7.544322897019993e-5,rnr_avg,avg
2465,"(-73.5,-73.475]",-73.5,-73.475,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
2466,"(-73.475,-73.45]",-73.475,-73.45,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
